sentence,frequency,code
ve de önemli,8,G3-L12-F8-2237205
burada kesinlikle bir şeyler var,8,G5-L32-F8-2237151
sadece kendi,8,G2-L12-F8-2237035
böyle böyle devam ediyor,8,G4-L24-F8-2236970
burada ne işi olabilir,8,G4-L22-F8-2236962
burada ne işi var o zaman,8,G6-L25-F8-2236882
böyle bu şekilde,8,G3-L16-F8-2236880
sadece ilk şey,8,G3-L14-F8-2236790
hemen şimdi ve burada,8,G4-L21-F8-2236661
ben aynı benim,8,G3-L14-F8-2236470
belki daha fazla belki daha az,8,G6-L30-F8-2236403
sadece bu bayan,8,G3-L15-F8-2236386
sadece biz de değil,8,G4-L19-F8-2236293
burada dur bakalım,8,G3-L18-F8-2236175
çok fazla kız var,8,G4-L17-F8-2228036
çok fazla lazım,8,G3-L15-F8-2228026
çok fazla nedir ki,8,G4-L18-F8-2227988
buna bu kadar karşı değilim,8,G5-L27-F8-2219576
bundan gerçekten emin misiniz,8,G4-L29-F8-2220115
başka kimse için değil,8,G4-L22-F8-2219916
kontrol etmek zor,8,G3-L17-F8-2219856
gel al hadi,8,G3-L11-F8-2219776
ben gördüm onları,8,G3-L17-F8-2219709
buna da tamam,8,G3-L13-F8-2219673
buna devam,8,G2-L10-F8-2219620
buna daha zaman var,8,G4-L19-F8-2219604
başka bir şey olmaz,8,G4-L19-F8-2219594
sen onu dinle,8,G3-L13-F8-2219563
bir iki tane mi,8,G4-L15-F8-2218924
buna da yok,8,G3-L11-F8-2219554
sen onu da çok iyi yapıyorsun,8,G6-L29-F8-2219527
başka bir şey daha mı oldu,8,G6-L26-F8-2219476
çok da iyi olur,8,G4-L15-F8-2219389
çok büyük ha,8,G3-L12-F8-2219345
kontrol edin onları,8,G3-L19-F8-2219329
çok da güzel bir kız,8,G5-L20-F8-2219235
hey işte burası,8,G3-L15-F8-2219184
buna hazır değilim anne,8,G4-L23-F8-2219034
yine de biraz para al,8,G5-L21-F8-2220123
başka bir şeyler var mı,8,G5-L23-F8-2220268
başka bir şeyler var,8,G4-L20-F8-2220270
ama ne için olduğunu bilmiyorum,8,G5-L31-F8-2220316
ama her şey hazır değil mi,8,G6-L26-F8-2222588
buna evet ona hayır,8,G4-L19-F8-2222407
ama sonra sonra,8,G3-L15-F8-2222279
her şeyi tamam,8,G3-L14-F8-2222256
herkes olmaz,8,G2-L12-F8-2221994
ve de kız,8,G3-L9-F8-2221985
sana var,8,G2-L8-F8-2221905
hemen git hadi,8,G3-L14-F8-2221786
ama onu çok seviyorum,8,G4-L21-F8-2221774
ve de onlar için de,8,G5-L19-F8-2221643
ha şu iş,8,G3-L8-F8-2221614
burada ne var peki,8,G4-L18-F8-2221573
burada ne var ne yok,8,G5-L20-F8-2221569
hadi para orada,8,G3-L15-F8-2221523
sana ve sana ve sana sana ve sana,8,G8-L33-F8-2221461
burada olan her şeyi kontrol et,8,G6-L31-F8-2221365
bir kadın lazım şimdi sana,8,G5-L26-F8-2221210
bir kadın için öyle değil mi,8,G6-L28-F8-2220918
aman tanrım bu hiç iyi değil,8,G6-L28-F8-2220734
başka biri oldu,8,G3-L15-F8-2218988
başka biri yok ki,8,G4-L17-F8-2218871
peki çok üzgünüm,8,G3-L16-F8-2227953
sadece çok demek,8,G3-L16-F8-2216580
sadece yapmak istiyorum,8,G3-L23-F8-2217000
burada yeni biri var,8,G4-L20-F8-2216877
burada yer var mı,8,G4-L17-F8-2216863
ve bir iş daha,8,G4-L14-F8-2216814
bir an önce gidelim artık,8,G5-L25-F8-2216785
bir an önce gel,8,G4-L15-F8-2216763
sana ne söyledi ki,8,G4-L18-F8-2216760
sana ne bu,8,G3-L10-F8-2216738
sadece çok mutlu,8,G3-L16-F8-2216625
burada öyle bir kız yok,8,G5-L23-F8-2216575
hey iki tane daha,8,G4-L17-F8-2218860
ve bir şey vardı,8,G4-L16-F8-2216379
hadi ama sorun yok,8,G4-L18-F8-2216075
bir bakın buraya,8,G3-L16-F8-2215989
sana da tabii,8,G3-L13-F8-2215893
belki seni,8,G2-L10-F8-2215838
belki de tüm gece,8,G4-L17-F8-2215745
ve bu da onun,8,G4-L13-F8-2215717
ve bu daha önce de oldu,8,G6-L23-F8-2215632
hadi anne hadi,8,G3-L14-F8-2215596
hadi ama artık ya,8,G4-L17-F8-2217011
hadi al al,8,G3-L10-F8-2217024
artık sorun o değil değil mi,8,G6-L28-F8-2217181
artık sorun o değil,8,G4-L19-F8-2217188
sen o kadar değil,8,G4-L17-F8-2218859
başka biri var öyle değil mi,8,G6-L28-F8-2218855
aslında öyle biri yok,8,G4-L21-F8-2218748
sen onlara söyle,8,G3-L16-F8-2218736
başka bir şey yoksa eğer,8,G5-L24-F8-2218485
bundan fazla bir şey,8,G4-L20-F8-2218419
hem bak,8,G2-L7-F8-2218301
bundan emin misin tatlım,8,G4-L24-F8-2218267
bir iki üç tamam mı,8,G5-L19-F8-2218161
bundan emin olabilir misiniz,8,G4-L28-F8-2218149
bir iki ya da üç yıl mı,8,G7-L23-F8-2218123
yine de böyle olacak,8,G4-L20-F8-2218056
bundan kesinlikle emin misin ha,8,G5-L31-F8-2217992
bir iki tane var,8,G4-L16-F8-2217956
bundan iki tane daha lütfen,8,G5-L27-F8-2217934
artık sorun olmaz,8,G3-L17-F8-2217718
sadece zaman lazım,8,G3-L18-F8-2217673
belki de kız olur,8,G4-L17-F8-2217324
hemen istiyor,8,G2-L13-F8-2217284
gel bakalım buraya sen,8,G4-L22-F8-2222666
başka bir yerde değil burada,8,G5-L28-F8-2222741
aslında bunlar,8,G2-L14-F8-2222800
ben evet ama ben,8,G4-L16-F8-2226193
başka bir kadın var değil mi,8,G6-L28-F8-2226377
peki ya sana göre,8,G4-L17-F8-2226352
yine biri kız oldu,8,G4-L18-F8-2226320
bundan başka sorun yok,8,G4-L22-F8-2226319
başka ne iyi biliyor musun,8,G5-L26-F8-2226316
aslında çok fazla değil,8,G4-L23-F8-2226298
fazla şeyi değil ama,8,G4-L20-F8-2226282
başka ne mi gördüm,8,G4-L18-F8-2226251
fazla şey istiyorsun,8,G3-L20-F8-2226249
bir insan bile değilim,8,G4-L22-F8-2226146
çok daha fazla olabilir,8,G4-L23-F8-2222809
yine bir,8,G2-L8-F8-2226143
bundan bir şey,8,G3-L14-F8-2226071
bundan bundan,8,G2-L13-F8-2225996
başka ne olduğunu bilmiyorum,8,G4-L28-F8-2225987
yine bak,8,G2-L8-F8-2225904
artık ondan söz etmek yok,8,G5-L25-F8-2225902
sen karşı mısın,8,G3-L15-F8-2225811
fazla yok ama,8,G3-L13-F8-2225797
hey herkes hazır olsun,8,G4-L22-F8-2225606
peki ya orada hiçbir şey yoksa,8,G6-L30-F8-2226398
sen ve ben her zaman,8,G5-L20-F8-2226402
aman tanrım biliyorum burada,8,G4-L28-F8-2226509
çok fazla istiyorsun,8,G3-L20-F8-2226536
şu güzel olan,8,G3-L13-F8-2227802
sen ve diğer çocuklar,8,G4-L21-F8-2227767
ama her şeyi biliyor,8,G4-L20-F8-2227752
gel bir yer biliyorum,8,G4-L21-F8-2227641
çok fazla insan değil,8,G4-L21-F8-2227533
peki ya kötü adam ne olacak,8,G6-L27-F8-2227477
peki ya iş ne olacak,8,G5-L20-F8-2227438
başka bir şey hakkında,8,G4-L22-F8-2227402
buna devam etmek istemiyorum ben,8,G5-L32-F8-2227295
hey işte bu tam bana göre,8,G6-L25-F8-2227236
kendi şeyi gibi,8,G3-L15-F8-2227057
çok fazla değil efendim,8,G4-L23-F8-2227033
her şeyi olmak zorunda mı,8,G5-L25-F8-2227023
çok fazla evet,8,G3-L14-F8-2226949
peki ya bundan,8,G3-L14-F8-2226704
peki ya bütün bunlar,8,G4-L20-F8-2226702
çok fazla bir şey yok,8,G5-L21-F8-2226672
çok fazla da değil,8,G4-L18-F8-2226649
çok fazla istemiyorum,8,G3-L21-F8-2226539
fazla sorun olmaz sanırım,8,G4-L25-F8-2225580
aslında çok iyi değilim,8,G4-L23-F8-2225426
hey haydi çocuklar,8,G3-L18-F8-2225402
peki ya senin anne,8,G4-L18-F8-2223726
artık o kadar küçük değil,8,G5-L25-F8-2223617
başka bir neden daha vardı,8,G5-L26-F8-2223560
peki ya üç,8,G3-L10-F8-2223528
peki ya üç yıl sonra,8,G5-L20-F8-2223527
sen sen ne yapıyorsun şu anda,8,G6-L29-F8-2223454
ben hala seni istiyorum,8,G4-L23-F8-2223412
başka bir tane daha olmalı,8,G5-L26-F8-2223275
başka bir tane daha lazım,8,G5-L25-F8-2223149
bir kadın değil,8,G3-L15-F8-2223080
çok daha fazla adam lazım,8,G5-L25-F8-2223070
çok daha iyi değil mi,8,G5-L21-F8-2223062
gel ama,8,G2-L7-F8-2223007
çok daha iyi aslında,8,G4-L20-F8-2222974
aman tanrım bu nasıl olabilir,8,G5-L29-F8-2222961
gel artık lütfen,8,G3-L16-F8-2222950
başka bir zaman tamam,8,G4-L21-F8-2222946
her şeyi yani,8,G3-L13-F8-2222829
kontrol kontrol kontrol,8,G3-L23-F8-2222814
çok daha fazla oldu,8,G4-L19-F8-2222810
ben hazır mısın,8,G3-L15-F8-2223683
peki ya şu ne,8,G4-L13-F8-2223768
bundan başka ne kötü olabilir ki,8,G6-L32-F8-2225254
ama sen burada ne yapıyorsun,8,G5-L28-F8-2223902
yine bir şey mi oldu,8,G5-L20-F8-2225219
ve kesinlikle bunun için çok geç,8,G6-L32-F8-2225183
yine bir biraz daha geri,8,G5-L24-F8-2225146
peki ya siz ne,8,G4-L14-F8-2224866
aslında bu çok güzel,8,G4-L20-F8-2224704
gel benimle dedim,8,G3-L17-F8-2224690
peki ya sen belki,8,G4-L17-F8-2224672
peki ya sen hazır mısın,8,G5-L23-F8-2224570
ben hayır hayır hayır,8,G4-L21-F8-2224569
sen söyle bize,8,G3-L14-F8-2224342
peki şu an size ne lazım,8,G6-L24-F8-2224334
peki şimdi size ne olacak,8,G5-L25-F8-2224311
peki şimdi beni dinle,8,G4-L21-F8-2224264
peki şey nerede,8,G3-L15-F8-2224244
bunu nasıl bile,8,G3-L15-F8-2028919
peki şeyi nasıl,8,G3-L15-F8-2224199
başka bir kız da vardı orada,8,G6-L28-F8-2224080
ama yarın olabilir,8,G3-L18-F8-2224055
artık onlar,8,G2-L11-F8-2223922
o ne olacak peki,8,G4-L16-F8-2189305
ama başka biri daha var,8,G5-L23-F8-2189292
başka hiçbir kadın,8,G3-L18-F8-2141563
o her kimse artık,8,G4-L17-F8-2153768
ama önemli değil biliyor musun,8,G5-L30-F8-2154409
tabii ki ama nereye,8,G4-L19-F8-2154381
tabii ki devam edin,8,G4-L19-F8-2154210
hayır onlar benim değil,8,G4-L23-F8-2154144
tabii doğru evet,8,G3-L16-F8-2154054
tabii büyük adam,8,G3-L16-F8-2154002
kadın ne olacak,8,G3-L15-F8-2153915
bakalım ne kadar var,8,G4-L20-F8-2153873
tabii dedim,8,G2-L11-F8-2153825
o hep orada olacak,8,G4-L18-F8-2153553
biliyorum çok uzun,8,G3-L18-F8-2153015
çok geç oldu özür dilerim,8,G5-L25-F8-2153419
peki sadece bir tane,8,G4-L20-F8-2153260
peki sana ne ki,8,G4-L15-F8-2153219
çok geç oldu ve,8,G4-L15-F8-2153215
sen öyle değil misin,8,G4-L20-F8-2153210
çok geç oldu bile,8,G4-L17-F8-2153158
peki nedir tüm bunlar,8,G4-L21-F8-2153118
peki peki gidelim,8,G3-L17-F8-2153086
peki neden öyle,8,G3-L15-F8-2153022
tabii ki de efendim,8,G4-L19-F8-2154530
kadın olmak zorunda mı,8,G4-L22-F8-2154535
tabii ki de geliyor,8,G4-L19-F8-2154577
emin değilim bayan,8,G3-L18-F8-2154578
ama nerede olduğunu tam olarak bilmiyorum,8,G6-L41-F8-2155655
evet kesinlikle olur,8,G3-L20-F8-2155639
o harika bir bayan,8,G4-L18-F8-2155629
evet kesinlikle güzel,8,G3-L21-F8-2155601
evet kesinlikle harika,8,G3-L22-F8-2155595
o hazır efendim,8,G3-L15-F8-2155563
o tabii ki,8,G3-L10-F8-2155156
ne oldu tanrım,8,G3-L14-F8-2155119
evet peki neden baba,8,G4-L20-F8-2155035
ne oldu ona böyle,8,G4-L17-F8-2154980
ne oldu şimdi ya,8,G4-L16-F8-2154788
emin değilim neden biliyor musun,8,G5-L32-F8-2154704
bakalım güzel olacak mı,8,G4-L23-F8-2154696
bakalım daha mı iyi olacak,8,G5-L26-F8-2154684
tabii ki dedim ben de ona,8,G6-L25-F8-2154665
emin misin burası mı,8,G4-L20-F8-2154658
emin misiniz çünkü,8,G3-L18-F8-2154631
emin misin yani,8,G3-L15-F8-2154602
tabii ki bunu,8,G3-L13-F8-2154595
peki neden yok,8,G3-L14-F8-2153017
bugün onu istiyorum,8,G3-L19-F8-2153001
o harika bir şey,8,G4-L16-F8-2155700
çok güzel bir kız var,8,G5-L21-F8-2151434
peki tamam bak,8,G3-L14-F8-2151850
peki sonra ne oluyor ona,8,G5-L24-F8-2151822
şu eve bakın bir,8,G4-L16-F8-2151739
peki sonra sonra ne olacak,8,G5-L26-F8-2151727
gel buraya doktor,8,G3-L17-F8-2151720
peki tamam kabul ediyorum,8,G4-L25-F8-2151634
peki tamam sorun değil,8,G4-L22-F8-2151631
daha da uzun olabilir,8,G4-L21-F8-2151509
çok güzel bir kız çok güzel,8,G6-L27-F8-2151441
daha da istiyorum,8,G3-L17-F8-2151408
biliyorum üzgünüm tatlım,8,G3-L24-F8-2152909
daha da iyi bir şey,8,G5-L19-F8-2151380
bir kaç dakika sonra gel,8,G5-L24-F8-2151324
peki nereden biliyor,8,G3-L20-F8-2151317
peki nerede oldu bu,8,G4-L19-F8-2151227
peki o zaman dur,8,G4-L16-F8-2151199
bugün sanırım,8,G2-L13-F8-2151159
peki o tam olarak ne istiyor,8,G6-L28-F8-2151114
daha büyük olsun,8,G3-L16-F8-2151098
ama ne kadar uzun,8,G4-L17-F8-2151004
ama onlar sadece burada var,8,G5-L27-F8-2151957
peki tanrım ha,8,G3-L14-F8-2152047
peki tamam harika,8,G3-L17-F8-2152061
peki tamam evet,8,G3-L15-F8-2152089
aman tanrım al,8,G3-L14-F8-2152890
peki peki peki peki peki,8,G5-L24-F8-2152873
çok geç olmaz mı,8,G4-L16-F8-2152853
peki peki tamam o zaman,8,G5-L23-F8-2152833
sen şu işe bak,8,G4-L14-F8-2152815
daha bile büyük,8,G3-L15-F8-2152773
daha başka bir yere gidelim,8,G5-L27-F8-2152723
peki onun ne işi var burada,8,G6-L27-F8-2152681
bugün söyledi,8,G2-L13-F8-2152671
daha sonra yemek için,8,G4-L21-F8-2152613
gel buraya ve yardım et,8,G5-L23-F8-2152572
peki onu,8,G2-L8-F8-2152554
al bakalım bu da senin,8,G5-L22-F8-2152534
bugün senin için güzel bir gün,8,G6-L30-F8-2152405
daha bir saat var,8,G4-L17-F8-2152404
peki o şey ne,8,G4-L13-F8-2152400
peki o zaman neden bana,8,G5-L23-F8-2152182
daha büyük daha büyük,8,G4-L21-F8-2152121
daha büyük daha eski,8,G4-L20-F8-2152120
kadın nerede şimdi,8,G3-L18-F8-2155684
bakalım ne biliyorsun,8,G3-L21-F8-2155713
peki o efendim,8,G3-L14-F8-2150889
ne ne efendim,8,G3-L13-F8-2158993
elbette ama o yüzden değil,8,G5-L26-F8-2159457
anne anne lütfen,8,G3-L16-F8-2159452
yani ben güzel değil miyim,8,G5-L26-F8-2159368
haydi yapma önemli değil,8,G4-L24-F8-2159366
o sizi biliyor,8,G3-L14-F8-2159350
şimdi gerçek şu,8,G3-L15-F8-2159316
her gece ha,8,G3-L11-F8-2159224
her gece her dakika,8,G4-L19-F8-2159168
o yüzden iyi falan değil,8,G5-L24-F8-2159038
ne ne yapıyorsun sen,8,G4-L20-F8-2158943
o iyi ama ben,8,G4-L13-F8-2158550
ne ne yanlış,8,G3-L12-F8-2158937
biraz olsun bile,8,G3-L16-F8-2158931
ne neler oluyor orada,8,G4-L21-F8-2158918
ne nedir mi,8,G3-L11-F8-2158912
bu an benimle ilgili değil,8,G5-L26-F8-2158890
özür dilerim çok çok özür dilerim,8,G6-L33-F8-2158719
haydi zor değil,8,G3-L15-F8-2158702
özür istiyorum,8,G2-L14-F8-2158641
o iyi bir bayan,8,G4-L15-F8-2158610
ne olduğunu ben bilmiyorum,8,G4-L26-F8-2159523
elbette ama sadece,8,G3-L18-F8-2159572
özür dilerim tabii ki,8,G4-L21-F8-2159720
şimdi görmek ister misiniz,8,G4-L26-F8-2159731
özür dilerim seni seviyorum,8,G4-L27-F8-2160933
o yüzden buraya kadar,8,G4-L21-F8-2160910
haydi tatlım dinle,8,G3-L18-F8-2160881
o yüzden lütfen dinle,8,G4-L21-F8-2160825
o yüzden hemen,8,G3-L14-F8-2160753
asla aynı olmaz,8,G3-L15-F8-2160713
evet sanırım biraz geç,8,G4-L22-F8-2160639
yani benim olan her şey burada,8,G6-L30-F8-2160578
haydi şimdi dışarı,8,G3-L18-F8-2160516
kız nereye ben oraya,8,G4-L20-F8-2160323
haydi şimdi geri git,8,G4-L20-F8-2160311
anne bana,8,G2-L9-F8-2160166
o yüzden geri geldi,8,G4-L19-F8-2160147
o yüzden gidip,8,G3-L14-F8-2160144
kız mı o da ne,8,G5-L14-F8-2160071
o ve şimdi ben,8,G4-L14-F8-2160013
kız mı yok burada,8,G4-L17-F8-2159996
özür dilerim yani,8,G3-L17-F8-2159786
o yüzden biraz bekle,8,G4-L20-F8-2159744
o iyi aslında,8,G3-L13-F8-2158567
o istiyor mu,8,G3-L12-F8-2158463
evet kesinlikle olabilir,8,G3-L24-F8-2155716
ne yani benim mi,8,G4-L16-F8-2156218
tabii senin için de sorun yoksa,8,G6-L31-F8-2156869
tabii çok iyi,8,G3-L13-F8-2156852
tabii çok güzel olur,8,G4-L20-F8-2156744
ama vardı değil mi,8,G4-L18-F8-2156591
benim eve gel,8,G3-L13-F8-2156508
tabii bir iki tane,8,G4-L18-F8-2156484
o herkes mi,8,G3-L11-F8-2156370
şimdi de olur,8,G3-L13-F8-2156349
artık bu önemli değil,8,G4-L21-F8-2156279
şimdi de onlar mı,8,G4-L17-F8-2156197
hayır aslında pek değil,8,G4-L23-F8-2158445
tabii bak,8,G2-L9-F8-2156190
benim en iyi dostum o,8,G5-L21-F8-2156127
tabii ama bir sorun var,8,G5-L23-F8-2156069
ne oldu sana böyle ya,8,G5-L21-F8-2155912
evet peki baba,8,G3-L14-F8-2155908
kız şeyi,8,G2-L8-F8-2155881
o tam olarak nerede,8,G4-L19-F8-2155873
o tam olarak burada,8,G4-L19-F8-2155843
evet pek çok,8,G3-L12-F8-2155793
tabii senin için,8,G3-L16-F8-2156913
hayır bekle dostum,8,G3-L18-F8-2156941
tabii çok teşekkürler,8,G3-L21-F8-2156956
bak şimdi iyi dinle,8,G4-L19-F8-2157004
hayır aslında onu,8,G3-L17-F8-2158420
tabii bu en az bir yıl sonra olur,8,G8-L33-F8-2158295
tabii birkaç,8,G2-L12-F8-2158259
baba ama,8,G2-L8-F8-2158227
tabii biz,8,G2-L9-F8-2158058
o hiç bana göre değil,8,G5-L21-F8-2158025
ne vardı tatlım,8,G3-L15-F8-2158004
o insan değil mi,8,G4-L16-F8-2157977
o insan ne,8,G3-L10-F8-2157974
ama senin olabilir,8,G3-L18-F8-2157892
benim elbette,8,G2-L13-F8-2157825
ama önemli bir şey var,8,G5-L22-F8-2157698
her an her yerde olabilir,8,G5-L25-F8-2157594
ama nerede olduğunu,8,G3-L19-F8-2157505
tabii biraz bekle,8,G3-L17-F8-2157336
tabii ya öyle olmalı,8,G4-L20-F8-2157275
tabii ya özür dilerim,8,G4-L21-F8-2157262
evet kabul ediyor,8,G3-L17-F8-2157202
hayır olmaz o,8,G3-L13-F8-2157079
bugün olmaz teşekkürler,8,G3-L23-F8-2150968
daha sonra dostum,8,G3-L17-F8-2150876
o nasıl oluyor peki,8,G4-L19-F8-2189240
bugün çok şey gördüm,8,G4-L20-F8-2145326
çok güzel bir yemek,8,G4-L19-F8-2145725
gel de bak hadi,8,G4-L15-F8-2145722
peki selam,8,G2-L10-F8-2145635
her şeyi istiyorsun değil mi,8,G5-L28-F8-2145633
gel buraya o zaman,8,G4-L18-F8-2145613
peki sen neden hâlâ bu işi yapıyorsun,8,G7-L37-F8-2145547
her şeyi kabul ediyorum,8,G4-L23-F8-2145478
peki sen sen iyi misin,8,G5-L22-F8-2145473
sen çocuk buraya gel,8,G4-L20-F8-2145368
da evet,8,G2-L7-F8-2145278
daha fazla yemek istiyorum,8,G4-L26-F8-2144254
peki ya ben efendim,8,G4-L19-F8-2144922
peki tam olarak ne oldu,8,G5-L23-F8-2144867
çok fazla çünkü,8,G3-L15-F8-2144688
gel buraya baba,8,G3-L15-F8-2144585
sen yine de,8,G3-L11-F8-2144575
peki var mısın yok musun,8,G5-L24-F8-2144545
çok fazla çok fazla çok fazla,8,G6-L29-F8-2144487
çok fazla çocuk vardı,8,G4-L21-F8-2144483
aman neden burada olsun ki,8,G5-L26-F8-2144388
bugün o benim,8,G3-L13-F8-2145780
bugün o gün işte,8,G4-L16-F8-2145792
bugün nerede olduğunu,8,G3-L21-F8-2145803
ama biri bile,8,G3-L13-F8-2145889
bugün izin al,8,G3-L13-F8-2146893
gel de bir bakalım,8,G4-L18-F8-2146784
biliyorum zor olacak,8,G3-L20-F8-2146780
daha fazla daha fazla istiyorum,8,G5-L31-F8-2146704
bugün iyi değilim,8,G3-L17-F8-2146699
peki kadın ve çocuk,8,G4-L19-F8-2146640
falan falan,8,G2-L11-F8-2146562
ben iyi adam değilim,8,G4-L20-F8-2146439
falan yok,8,G2-L9-F8-2146419
ama biri,8,G2-L8-F8-2146353
bugün lazım,8,G2-L11-F8-2146315
çok güzel kız değil mi,8,G5-L22-F8-2146290
daha daha daha ver bana,8,G5-L23-F8-2146240
daha daha daha fazla bana ver,8,G6-L29-F8-2146227
çok güzel hepsi,8,G3-L15-F8-2146151
aslında bu kadar,8,G3-L16-F8-2146066
peki ne onlar,8,G3-L13-F8-2146029
peki ne olduğunu biliyor musun,8,G5-L30-F8-2146008
peki ne o zaman bu,8,G5-L18-F8-2145982
peki hiç sorun değil,8,G4-L20-F8-2144334
daha fazla yemek,8,G3-L16-F8-2144253
daha fazla bu yok,8,G4-L17-F8-2146925
buna izin var değil mi,8,G5-L22-F8-2142389
peki gerçek şu,8,G3-L14-F8-2143174
sen küçük bir çocuk musun,8,G5-L25-F8-2143011
hey hey geri gel,8,G4-L16-F8-2142948
şu kadar mı,8,G3-L11-F8-2142857
şu kadar falan,8,G3-L14-F8-2142839
hey hey bak dostum,8,G4-L18-F8-2142815
hey hey bakın,8,G3-L13-F8-2142798
hey hey bir iki,8,G4-L15-F8-2142797
çok ama çok uzun zaman önce,8,G6-L27-F8-2142574
bir iş gibi,8,G3-L11-F8-2142372
peki evet evet,8,G3-L14-F8-2144206
bir iş istiyorum gerçek bir iş istiyorum,8,G7-L40-F8-2142360
bir iş istiyorum bir iş istiyorum,8,G6-L33-F8-2142359
fazla bilmiyorum,8,G2-L16-F8-2142245
çok ama çok büyük ve önemli bir şey,8,G8-L35-F8-2142121
hey hey bu ne,8,G4-L13-F8-2142058
sen neler olduğunu biliyor musun,8,G5-L32-F8-2141928
sen neler yapıyorsun dostum,8,G4-L27-F8-2141881
fazla iş yapıyorsun,8,G3-L19-F8-2141834
fazla iyi olan,8,G3-L14-F8-2141810
peki hadi gidelim o zaman,8,G5-L25-F8-2143194
ve ne olduğunu bilmiyorum,8,G4-L25-F8-2143214
peki git hadi,8,G3-L13-F8-2143226
gel dedim ama,8,G3-L13-F8-2143234
peki evet doğru,8,G3-L15-F8-2144198
peki hakkında ne biliyorsun,8,G4-L27-F8-2144040
biliyorum tatlım ama eğer,8,G4-L25-F8-2143993
daha fazla istiyor musun,8,G4-L24-F8-2143943
bugün hemen şimdi,8,G3-L17-F8-2143908
bugün her şey harika olacak,8,G5-L27-F8-2143893
ben iyi bir baba,8,G4-L16-F8-2143878
ama evet bu gece,8,G4-L16-F8-2143753
gel buraya hemen dedim,8,G4-L22-F8-2143683
sen çok fazla şey biliyorsun,8,G5-L28-F8-2143674
bugün çok güzel bir gün olacak,8,G6-L30-F8-2143625
şu eski eve bir bak,8,G5-L19-F8-2143594
peki git ve,8,G3-L11-F8-2143447
çok harika çocuklar,8,G3-L19-F8-2143416
peki güzel güzel,8,G3-L16-F8-2143413
ve ne olur biliyor musun,8,G5-L24-F8-2143387
daha fazla yer yok mu,8,G5-L21-F8-2143356
daha fazla yardım lazım,8,G4-L23-F8-2143310
ama ne kadın,8,G3-L12-F8-2143252
peki kaç kez,8,G3-L12-F8-2146894
biliyorum ve biliyorum,8,G3-L22-F8-2146936
pekala olan oldu,8,G3-L16-F8-2150857
daha çok bir lanet,8,G4-L18-F8-2149595
pekala bakın bayan,8,G3-L18-F8-2149919
ama hey böyle,8,G3-L13-F8-2149897
bir kez mi iki kez mi üç kez mi,8,G9-L31-F8-2149881
pekala bir dakika ver,8,G4-L21-F8-2149795
pekala biri,8,G2-L11-F8-2149787
pekala bu kadar tamam,8,G4-L21-F8-2149742
pekala bu doğru olan,8,G4-L20-F8-2149713
pekala bu kadar çocuklar,8,G4-L24-F8-2149693
bu şekilde iyi mi,8,G4-L17-F8-2149637
pekala haydi ama,8,G3-L16-F8-2149589
gel onu al,8,G3-L10-F8-2148982
pekala haydi gidelim buradan,8,G4-L28-F8-2149533
çok iş vardı,8,G3-L12-F8-2149473
pekala hadi bakalım çocuklar,8,G4-L28-F8-2149407
pekala hadi gidelim çocuklar,8,G4-L28-F8-2149378
hey onları nereden,8,G3-L18-F8-2149360
ama biraz daha zaman lazım,8,G5-L26-F8-2149356
fakat o beni istiyor,8,G4-L20-F8-2149329
bu şey çok iyi,8,G4-L14-F8-2149319
fakat o orada her zaman,8,G5-L23-F8-2149240
daha çok kadın,8,G3-L14-F8-2149943
daha çok istiyor,8,G3-L16-F8-2150012
bu şekilde olacak tamam mı,8,G5-L26-F8-2150085
pekala bu olabilir,8,G3-L18-F8-2150093
pekala ona bir bakalım,8,G4-L22-F8-2150844
daha sonra değil,8,G3-L16-F8-2150823
daha sonra da belki,8,G4-L19-F8-2150723
pekala o nasıl,8,G3-L14-F8-2150673
pekala o burada değil,8,G4-L21-F8-2150650
pekala o,8,G2-L8-F8-2150597
artık çok geç efendim,8,G4-L21-F8-2150583
senden çok çok daha iyi,8,G5-L23-F8-2150553
çok iyi söyledi,8,G3-L15-F8-2150541
pekala ne demek istiyorsun,8,G4-L26-F8-2150500
pekala sanırım hepsi bu,8,G4-L23-F8-2150497
hey o burada,8,G3-L12-F8-2150456
ben karşı değilim,8,G3-L17-F8-2150448
daha sonra ne,8,G3-L13-F8-2150380
pekala mutlu adam,8,G3-L17-F8-2150363
daha sonra ne oluyor,8,G4-L20-F8-2150334
pekala ne o zaman,8,G4-L17-F8-2150306
bu şeyler ne istiyor,8,G4-L20-F8-2150292
pekala bu nasıl,8,G3-L15-F8-2150145
pekala işte geldi,8,G3-L17-F8-2149181
fakat ona bakın,8,G3-L15-F8-2148952
gel gel gel hadi,8,G4-L16-F8-2147031
yere bırak tamam mı,8,G4-L19-F8-2147639
çok güzel hepsi bu,8,G4-L18-F8-2147889
gel de buraya bir bak,8,G5-L21-F8-2147870
çok hoş bir şey olmalı,8,G5-L22-F8-2147801
bugün değil yarın,8,G3-L17-F8-2147794
ve ne güzel,8,G3-L11-F8-2147684
peki iyi mi kötü mü,8,G5-L19-F8-2147683
peki nasıl oluyor bu,8,G4-L20-F8-2147670
