fourgram,frequency
sadece bir kişi olur,7
sadece bir kişi olsun,7
mı çok küçük de,7
oraya git sen şu,7
neden bana o gün,7
sizin bize bizim de,7
orada sadece bir tane,7
ne olduğunu şu anda,7
musun kesinlikle hâlâ sana,7
bir başka iş daha,7
bir başka güzel olur,7
neden artık kimse yeni,7
ne ona bak ne,7
orada iki insan vardı,7
bayan böyle bir yerde,7
orada iyi bir şeyler,7
orada hep çok iyi,7
mı artık sadece bunu,7
bir başka önemli şey,7
ne oluyor niye devam,7
orada her gün saat,7
mi sen de dinle,7
kız ol ve buraya,7
ne kadar da seviyorum,7
kötü bir şekilde değil,7
orada değil önemli olan,7
orada değil de ne,7
musun o da oraya,7
kötü bir şey istiyorsun,7
size hemen yeni bir,7
sadece kim ve ben,7
size bunun için söz,7
bayan bunu yapmak için,7
size de böyle mi,7
orada bir de onun,7
size de merhaba efendim,7
neden ben de ona,7
ne oluyor sana şimdi,7
size daha önce ne,7
orada bir kadın vardı,7
orada büyük bir şey,7
size daha çok sorun,7
size daha önce bana,7
orada gerçek bir şey,7
ne oluyor ki o,7
ne kadar hep böyle,7
orada gerçekten harika bir,7
orada gerçekten büyük bir,7
ne kadar hoş şeyler,7
orada hala bayan mı,7
bayan bu iş sizi,7
size hiçbir zaman bir,7
mi yapıyorsun yoksa sadece,7
küçük kız bizim için,7
mı bilmiyorum çünkü diğer,7
musun ne kadar oldu,7
kız ya bu kız,7
size gerçekten böyle bir,7
size gerçekten teşekkür etmek,7
mı bana mı öyle,7
size göre ben ne,7
size gerçek bir şeyler,7
bir yere gerek yok,7
size gereken her şeyi,7
musun her zaman kendini,7
size gereken tek şey,7
bir yere bir yere,7
mi senin ki mi,7
ne zaman ne olacak,7
size göre biraz eski,7
sadece evet de ama,7
onun kim olduğunu sana,7
onun kim olduğunu nereden,7
küçük bir şeyi bile,7
onun kim olduğunu hâlâ,7
merhaba dostum bunu nasıl,7
onun kim olduğunu da,7
size hayır olmaz ben,7
mı benim sizin gibi,7
onun nasıl bir kadın,7
size iki şey için,7
mı bu işi yapıyorsun,7
orada da tek bir,7
ne kadar daha bir,7
kız o ben değilim,7
kötü bir şey evet,7
mi seni ne kadar,7
musun ne kadar güzel,7
mi sadece üç ya,7
mi sadece bir hafta,7
orada dur tam orada,7
sadece kendini daha kötü,7
kız o kız mı,7
lütfen yok bir şey,7
size iyi bir gün,7
kötü bir çocuk dostum,7
onun küçük bir çocuk,7
kötü bir çocuk oldu,7
mi sana bir şey,7
onun ne benim ne,7
ne kadar fazla iş,7
mi yoksa ben buraya,7
mi var ne oldu,7
mi yoksa biliyor musun,7
sadece iyi şeyler için,7
sadece iş değil değil,7
orada onlara ne çok,7
orada ona bir şeyler,7
orada oluyor ama ben,7
sizin iyi bir adam,7
musun yoksa bir şey,7
sizin hem de benim,7
sadece iyi bir yardım,7
mi yoksa benimle mi,7
orada olduğunu bilmiyorum yani,7
orada bana göre bir,7
sadece kadın ve çocuk,7
küçük olmalı tamam mı,7
sadece kadın olarak değil,7
sizin gibi bir anne,7
orada bir şey olabilir,7
sizin gibi bir kız,7
sizin gibi biri bu,7
küçük olduğu için ilk,7
lütfen onu daha fazla,7
lütfen onu da benden,7
ne onu ne bizi,7
orada sen o ve,7
orada size nerede olduğunu,7
sizin biri benim için,7
sizin bizi daha iyi,7
sadece bir yer değil,7
bir evet mi demek,7
sizin bu gece ne,7
orada sana buradan daha,7
sadece bir yer daha,7
lütfen onu hemen buraya,7
ne kadar güzel efendim,7
bir belki iki adam,7
ne kadar güzel diye,7
sadece bir tane bile,7
sadece bir tane bayan,7
orada seni birkaç gece,7
sizin benim ve bu,7
kötü biri olacak diye,7
sadece bir tane olabilir,7
orada olduğunu ve onu,7
orada olduğunu mu söyledi,7
orada bir tane orada,7
kız orada mı diye,7
orada bir tane vardı,7
kötü değil kötü olan,7
sadece iki hafta daha,7
sadece iki gün mü,7
size efendim nasıl bir,7
nasıl gerçekten emin olabilir,7
kız onun kim olduğunu,7
sadece iki gün izin,7
orada başka kimse yok,7
musun gerçekten biraz daha,7
orada başka kaç kişi,7
orada başka bir adam,7
sizin gibi değilim tamam,7
neden benden başka kimse,7
sadece insan hepsi bu,7
neden benden çocuk yapmak,7
orada bekle ben hemen,7
size de yer var,7
orada bir kız mı,7
mi yoksa ben miyim,7
orada bir kız gibi,7
kız sen harika bir,7
sadece iki dakika bay,7
sadece iki saat oldu,7
orada bizim için bir,7
sizin gibi iki çocuk,7
orada bir yerde olduğu,7
sadece işte bir şey,7
orada bir yerde daha,7
orada bir yerde bana,7
neden beni de bu,7
musun yoksa her şey,7
bir bayan bana bir,7
orada buradan bir saat,7
neden beni ya da,7
kız orada bir kız,7
orada bunu benim için,7
ne olsun biliyor musun,7
bir bayan için her,7
sizin gibi güzel mi,7
bir bayan için fazla,7
kötü değil de zor,7
sizin gibi olmak istiyor,7
mi yoksa biraz da,7
sadece iki kız var,7
bir çocuk olarak ne,7
biliyor musun bana göre,7
o gün orada olan,7
bir iki kez ama,7
olmak onun için zor,7
benim için ben de,7
olmak tam olarak bir,7
bir o olacak mı,7
olmak olduğunu nereden biliyorsun,7
benim için bir gece,7
sadece söz ver tamam,7
olmak olan çok güzel,7
benim için aynı şekilde,7
olmak mı bütün sorun,7
benim için bir başka,7
nasıl senin gibi olabilir,7
oldu ama buna izin,7
oldu ama bu şey,7
oldu ama bu yüzden,7
bir iki dakika olduğunu,7
oldu ama bana hiç,7
olmak ne demek en,7
sadece söyle ve ben,7
bir iki gün sadece,7
sadece sana bir merhaba,7
sadece sana biraz da,7
oldu ama o hala,7
bir iki üç üç,7
nasıl oluyor da buna,7
nasıl oluyor da doğru,7
bir zaman değil aslında,7
bir zaman demek zorunda,7
bir şekilde aman tanrım,7
benim için değil en,7
bir zaman değil ha,7
nasıl oluyor da biliyor,7
bir zaman değil hayır,7
sadece sana ne olduğunu,7
benim için de gerçek,7
bir onlara bak bir,7
sadece sana ne olacak,7
mu zor yani bunu,7
sadece sana göre değil,7
bir onu görmek için,7
bir zaman eğer izin,7
benim için de son,7
bir iki şeyi de,7
benim için de her,7
bir iki gün geç,7
bir iki gün böyle,7
oldu ve ben hâlâ,7
olmak zor iş değil,7
oldu ki böyle bir,7
olmak zorunda değilim en,7
olmak zorunda değil ya,7
bir neden olmak zorunda,7
oldu değil mi tatlım,7
bir insan biliyor musun,7
olmak zorunda bir daha,7
oldu demek öyle değil,7
bir neden olmak için,7
bir insan asla bunu,7
oldu kız da öyle,7
benim için bir saat,7
bir neden için mi,7
nasıl olur da yanlış,7
oldu sonra onu bir,7
oldu sana çok iyi,7
oldu sadece senden daha,7
bir neden yok gibi,7
benim için gerçekten kötü,7
oldu sorun olur mu,7
bir insan için değil,7
nedir şu büyük lanet,7
oldu ama hep seni,7
olmak ne demek ya,7
bir iki gün bu,7
oldu ama gerçekten çok,7
bir iki kişi de,7
sadece tek bir iş,7
bir iki sorun olduğu,7
bir para ve zaman,7
olmak ne demek artık,7
bir iki tane hoş,7
bir para var mı,7
bir iki tane ver,7
olmak çok tabii bir,7
olmak zorunda ve biz,7
olmak zorunda mı bunu,7
nasıl sadece bir kişi,7
olmak çok güzel olmak,7
oldu iki kez oldu,7
olmak zorunda mı bu,7
oldu her zaman da,7
oldu hem de hiç,7
bir üç dakika daha,7
benim için değil bu,7
bir tane ama bu,7
benim için değil de,7
bir insan var bir,7
nasıl oluyor da sizin,7
bir zaman belki de,7
neden ilk ve son,7
bir tane iyi hafta,7
o doğru bir şey,7
ne yani ben senin,7
bir insan ve burada,7
bir çok kez iş,7
benim için kötü olduğunu,7
bir zaman aynı yerde,7
bir tane istiyorum gerçek,7
bir sorun var orada,7
neden ilk olarak bana,7
bir sorun var böyle,7
bir çok kişi ve,7
benim için işte o,7
bir çok kişi senin,7
bir sorun yok baba,7
bir çok kez olduğu,7
bir tane de bizim,7
benim için o hep,7
bir çok kez bizi,7
nasıl oluyor da birkaç,7
sadece sadece bir şey,7
sadece seni seviyorum diye,7
bir insan kendini niye,7
benim için sen gün,7
bir insan olarak bile,7
sadece seni hiç bu,7
bir insan olarak bunu,7
o diğer çocuklar gibi,7
sadece seni şey gibi,7
bir insan olarak o,7
saat daha izin ver,7
bir çok kez bunun,7
sadece sadece bekle bir,7
benim için pek sorun,7
ne tam olarak ne,7
sadece sadece neler olduğunu,7
benim için o insan,7
nasıl onun gibi bir,7
bir zaman benimle senin,7
mu hep böyle oluyor,7
benim için sadece para,7
benim için kaç kez,7
bir şekilde beni dinle,7
benim için nedir insan,7
bir zaman mı var,7
bir sorun daha olabilir,7
benim için sorun o,7
saat bir şey olmaz,7
benim için yeni değil,7
benim için yemek yapıyorsun,7
benim için yanlış bir,7
benim için bunu sen,7
benim için buraya asla,7
benim için bütün çocuklar,7
nasıl olur görmek ister,7
benim için mutlu ama,7
benim için büyük değil,7
benim için bu demek,7
ne yani emin değil,7
benim için bu bile,7
nasıl oluyor da buradan,7
bir zaman değil benim,7
bir tane de orada,7
benim için bu ilk,7
nasıl oluyor da biraz,7
benim için ve bir,7
bir sorun değil sorun,7
bir sorun değil öyle,7
benim için ve tüm,7
bir şekilde bir çocuk,7
benim için zaten her,7
benim için öyle ama,7
bir şekilde bana karşı,7
bir tane de gece,7
bir şekilde biz bunu,7
benim için üç tek,7
o değilim o da,7
bir tane de gerçek,7
o değil bu o,7
o değil ama sen,7
benim için çok kez,7
benim için önemli o,7
o değil de doktor,7
bir şekilde bugün her,7
o değil ki her,7
bir sorun mu olacak,7
bir sorun için özür,7
bir şekilde bu beni,7
bir neden değil neden,7
olmalı ve sonra biri,7
olduğu bir yere git,7
bir saat daha bunu,7
bir saat önce iki,7
ne biliyor musun onu,7
benim olan hiç bir,7
ne biliyor musun sana,7
benim olan şeyi benden,7
küçük adam benim bir,7
oldu ve bir kez,7
benden başka sadece iki,7
bir saat belki iki,7
bir saat falan mı,7
bir saat önce kız,7
bir saat falan bana,7
bir saat daha ve,7
sadece oraya gidip bir,7
neden hepsi ile tek,7
küçük adam için bir,7
benim ne de onun,7
bir uzun gece daha,7
benim ne sana ne,7
bir saat sonra ve,7
bir saat önce içinde,7
benden asla bir şey,7
bir saat sonra geldi,7
ne biliyorsun ki ne,7
ne yapıyorsun sen bırak,7
biraz özel gibi geldi,7
nasıl olur ben nereden,7
neden her şeyi kabul,7
benden bir söz daha,7
ne biliyorum ki ben,7
biraz önce kötü bir,7
biraz önce sen ne,7
sadece küçük değil aynı,7
sadece küçük bir iki,7
benim o gece için,7
neden her yere bu,7
sadece küçük bir yardım,7
benden biraz daha para,7
benden biraz daha önemli,7
benden başka dostum yok,7
küçük adam tamam mı,7
ne bir adam ne,7
benim o kadar çok,7
benden başka kimse bir,7
benim kadar sizin de,7
bir saat sonra bizi,7
oldu ve ben biraz,7
sana şu an söz,7
biraz ver olur mu,7
sadece peki ben hiç,7
biraz var orada tam,7
olduğu gibi o zaman,7
olduğu gibi çok fazla,7
olduğu gibi yarın da,7
olduğu gibi siz de,7
olduğu gibi daha önce,7
sana şimdi bana bak,7
olduğu gibi kabul ederim,7
sadece bir adam lazım,7
olduğu gibi görmek daha,7
neden hiç bir yere,7
olduğu her yerde ben,7
sadece bir anne bu,7
neden herkes benim iyi,7
ne baba neden böyle,7
olduğu güzel bir yerde,7
sadece bir anne değil,7
olduğu bir tane daha,7
sadece onunla değil aynı,7
sadece biliyorsun işte sen,7
benim kadar onlar da,7
bir saat içinde birkaç,7
benim kadar mutlu başka,7
bir saat sonra aynı,7
bir saat sonra al,7
bir saat önce buraya,7
bir saat var yani,7
bir saat içinde falan,7
benim kadar bile insan,7
benim kadar benim bir,7
bir saat içinde bunu,7
bir saat içinde istiyor,7
sadece onunla özel bir,7
benim kadar güzel senin,7
bir saat mi oldu,7
bir saat mi iki,7
ne bir yerde ne,7
bir yıl üç yıl,7
bir saat içinde sen,7
bir yıl önce yine,7
sadece orada onlara ne,7
ne bizim çocuk ne,7
bir yüzden çok daha,7
mu yoksa iki mi,7
sadece neler olduğunu ve,7
oldu bir kişi bile,7
oldu ne de uzun,7
neden ilk önce o,7
bir insan diğer bir,7
nedir onları bu kadar,7
neden ilk önce sen,7
benim için hep özel,7
sadece senin ya da,7
nedir onu da bilmiyorum,7
bir insan da bir,7
sadece seninle bir gün,7
bir insan bundan daha,7
oldu bilmiyorum ama böyle,7
sadece seninle biraz daha,7
ne yapıyorsun şu an,7
oldu bundan sonra da,7
oldu bu gece nerede,7
oldu bu çok kötü,7
oldu biliyor musun anne,7
oldu bana da her,7
oldu ama öyle bir,7
olmalı ve bunun için,7
benim için hep o,7
biraz önce bana bu,7
bir insan iyi şeyler,7
oldu ve aslında her,7
olmalı çünkü biri onu,7
oldu ve artık onu,7
oldu ve artık bunu,7
bir insan gibi yani,7
olmalı çünkü o bir,7
oldu onu bile bilmiyorum,7
bir tane al iyi,7
olmalı çünkü bu böyle,7
bir insan hakkında ne,7
oldu mu bir şeyler,7
benim için iki üç,7
oldu mu sen ve,7
benim için iki yıl,7
oldu mu peki benden,7
bir insan büyük bir,7
oldu mu hep böyle,7
bir insan böyle mi,7
benim için hemen hemen,7
oldu mu bu şimdi,7
benim için geldi senin,7
neden iyi diye de,7
oldu bence zaten o,7
biraz önce en iyi,7
biraz şey gibi biraz,7
sadece ama sadece seni,7
nasıl olur da işe,7
mu yoksa yanlış mı,7
sadece mutlu ol ve,7
mu yoksa daha ister,7
küçük bir kız çok,7
nasıl olur da kız,7
sadece o böyle bir,7
küçük bir kız yok,7
ne yardım etmek gibi,7
sadece o benden bir,7
biraz önce değil mi,7
biraz önce eski bir,7
ne yapıyorsun sen lanet,7
biraz önce geldi ve,7
neden her zaman onunla,7
biraz önce geldi bay,7
biraz önce bir tane,7
ne yapıyorsun orada ha,7
biraz şey gibi geldi,7
mu yoksa lanet mi,7
neden her gün böyle,7
neden her gün bu,7
oldu da onunla hiç,7
oldu da öyle bir,7
bir ilk olduğunu biliyor,7
nasıl olduğunu hiç kimse,7
oldu da tek bir,7
olmalı o seni görmek,7
oldu da sizi bu,7
sadece siz tek bir,7
sadece siz bizi o,7
oldu da sen hiç,7
olmalı belki de onunla,7
oldu da bu çocuk,7
benim için fazla mı,7
oldu da biz birlikte,7
mu yoksa o anda,7
sadece siz ve benim,7
oldu da ben onu,7
oldu da bunu bize,7
nasıl olduğunu o da,7
bir insan kötü şeyler,7
bir çok bayan var,7
o doktor senin için,7
o demek değil ki,7
sana da birkaç güzel,7
bay büyük adam olmak,7
sana da bir merhaba,7
saat içinde burada olmalı,7
sana da yer olacak,7
sana da selam her,7
ne yani o da,7
ne yani o önemli,7
bir tane ve bu,7
mu ne demek o,7
bay büyük adam tamam,7
sana da öyle geliyor,7
sana dedim ya bir,7
sana dedim değil mi,7
sana dedim bir daha,7
seni geri istiyor ve,7
o da önemli değil,7
benim ve şimdi de,7
o da üç yıl,7
benim ve sen burada,7
sana da bütün gece,7
sana da en kötü,7
o da çok zor,7
o da onunla aynı,7
seni görmek hep böyle,7
benim burada biraz daha,7
sana bir daha benimle,7
o da pek mutlu,7
seni gördüm değil mi,7
sana bir daha bana,7
seni gördüm ve senin,7
o da olur bir,7
o da orada birkaç,7
sana bir iş daha,7
o da olur ama,7
saat içinde buraya bir,7
seni görmek zorunda olan,7
sana bir kaç harika,7
bay büyük adam gibi,7
o da seni buna,7
seni görmek istiyorum da,7
benim tek bir efendim,7
seni görmek istiyor ve,7
o da senden en,7
sana daha iki gün,7
sana daha hiçbir şey,7
bir çok başka şey,7
benim ve birkaç gün,7
sana bu gece iki,7
ne var görmek ister,7
o da bu büyük,7
bir hiç olduğu zaman,7
sana bu işi senin,7
sana bu kadar da,7
o da bir iş,7
benim var olan tek,7
o da biraz daha,7
o da bir neden,7
sana bu işe tekrar,7
benim ve benim benim,7
benim ve ben onu,7
mu peki benden önce,7
benim ve ben onları,7
o da birkaç saat,7
ne var ki bugün,7
o da bize harika,7
sana bu kadar ne,7
sana bunu her gün,7
o da benim değil,7
sana bundan daha güzel,7
o daha çok yanlış,7
saat ya da bir,7
sana daha fazla yok,7
nasıl zor bir şey,7
o daha zor olur,7
sana daha fazla bunun,7
seni gel dışarı biz,7
sana daha da küçük,7
sana daha önemli bir,7
sana daha önce söz,7
benim ya da bu,7
sana bu yemek için,7
o da beni buradan,7
o da biliyor değil,7
o da benimle olmak,7
o da benim son,7
mu pek emin değilim,7
benim yanlış bir şey,7
sana bunu daha fazla,7
sana bunu da al,7
o da bir et,7
sana bunlar niye lazım,7
sana bir anne olarak,7
neden olur değil mi,7
o da var da,7
seni en iyi dostum,7
seni değil her şeyi,7
sana hep böyle mi,7
sana her şeyi senin,7
sana her şeyi bir,7
ne yani onunla bir,7
sana her şey zor,7
sana her zaman sen,7
neden onlar için bir,7
sana her zaman bunun,7
benim bile orada olduğunu,7
benim birkaç tane var,7
sana harika bir iş,7
sana hemen bir tane,7
neden ona nerede olduğunu,7
sana bir şey olarak,7
sana biraz daha iyi,7
ne yani kötü bir,7
sana biraz da para,7
seni daha fazla istiyorum,7
seni daha fazla insan,7
sana her gün bir,7
o gün ne de,7
o da var evet,7
sana güzel bir çocuk,7
o gün onu ilk,7
o gün onu gördüm,7
bir tane olan adam,7
sana iki kişi lazım,7
sana iki hafta daha,7
sana iki gün sonra,7
bir tane olacak ve,7
o gün çok uzun,7
bir tane o zaman,7
ne var o kız,7
benim birkaç yıl önce,7
neden ona kimse yardım,7
o gün için daha,7
bay doğru diye biri,7
ne var ona bakalım,7
seni diğer herkes gibi,7
o gün için özür,7
neden ona her zaman,7
bir tane şey bile,7
seni de çok zor,7
sana bir yıl önce,7
neden olduğunu ve ne,7
sana bir tane şey,7
benim bu işte bir,7
benim bu işte iyi,7
o da tamam bu,7
o da sizi çok,7
o da sizi o,7
seni görmek harika bir,7
seni görmek harika ama,7
bay edin orada gördüm,7
seni görmek güzel tabii,7
o da sizin kadar,7
sana bir de bunu,7
bir tane var benden,7
seni görmek güzel küçük,7
sana bir daha öyle,7
neden ona başka şeyler,7
sana bir gün izin,7
o da zaman zaman,7
bir tane vardı fakat,7
sana bir daha bir,7
bir tane vardı tatlım,7
sana bir an bile,7
o da tam nerede,7
sana biraz önce öyle,7
benim bu gece burada,7
seni de bizim gibi,7
neden olmak için çok,7
sana bir çocuk bir,7
sana biraz fazla geldi,7
seni de gördüm orada,7
bir tane var artık,7
neden olduğunu hiçbir zaman,7
seni de iyi biri,7
seni de seviyorum ve,7
seni de mi kendi,7
neden olduğunu bilmiyorum fakat,7
seni de büyük bir,7
seni daha önce yok,7
neden oluyor mu bu,7
seni daha önce nasıl,7
seni daha önce kaç,7
sana biraz yemek ve,7
neden oluyor ve bir,7
bekle biraz bir şeyler,7
benim bu gerçekten çok,7
sana burada sana yardım,7
sana burada kimse yok,7
sana burada iş yok,7
bir çocuk yapmak için,7
ne yemek için ne,7
sadece sen ve bay,7
o eski şey mi,7
bir zaman olmaz mı,7
sadece sen daha çok,7
nasıl kontrol ederim bilmiyorum,7
sadece sen mi yoksa,7
olmaz çocuklar bu çok,7
bir tane daha biliyorsun,7
neden güzel bir şey,7
bir zaman önce onları,7
bir çocuk ve sen,7
mu da böyle bir,7
bekle ben bir gidip,7
sadece sen her zaman,7
bir çocuk öyle mi,7
bir tane daha kötü,7
saat bekle sonra onları,7
bekle bekle onlar mı,7
bir hayır mı yani,7
bir tane daha baba,7
mu diye bak ben,7
nasıl olduğunu bilmiyorum ve,7
saat sonra gel ve,7
saat sonra ne oldu,7
saat sonra ne olacak,7
olmaz ve her şey,7
olmaz ki burada neden,7
saat sonra bu iş,7
o evet evet o,7
neden hala bu işi,7
saat sonra burada olur,7
saat sonra geldi ama,7
saat sonra ben o,7
o eski kız değilim,7
mu söyledi sana bunu,7
bir çok adam gördüm,7
bir çok adam fazla,7
sadece senden daha kötü,7
sadece senden biraz daha,7
mu senin için de,7
bir zaman ve yerde,7
o en az senin,7
sadece seni değil her,7
bir hayır işi olduğunu,7
bir tane daha hazır,7
bekle bekle bekle onlar,7
sadece senin için iyi,7
sadece senin hakkında her,7
nasıl neden şu anda,7
benim için onu al,7
benim için para önemli,7
benim için para sorun,7
ne yani aynı yerde,7
benim için para demek,7
bir tane gördüm ve,7
bir çok insan daha,7
