fivegram,frequency
bu biraz zor ama bir,11
bunlar her zaman onun en,11
sizi görmek ne güzel çocuklar,11
ama ben yine de bir,11
bana doğru olan tek bir,11
bu birini gerçekten iyi bir,11
sen de o kadar iyi,11
tanrım sana ne oldu ki,11
çok değil bir iki gün,11
bir başka gün için sana,11
bunlar için bir adam bana,11
ama bence hiç gerek yok,11
çok daha önemli şeyler oluyor,11
bana geri ver seni küçük,11
emin misin yoksa başka bir,11
ama bence sen neden gerçek,11
bir başka neden daha var,11
bunu benim için ne kadar,11
doğru ama biz de öyle,11
bana da çok zor geliyor,11
bu bizi bu kadar iyi,11
doğru ama ben daha çok,11
bir adam kötü biri mi,11
bunu benden önce kimse neden,11
bana gerçekten çok iyi geldi,11
sizin gibi burada ne olduğunu,11
sizi çok seviyorum tatlım çok,11
ama biri var ki çok,11
şimdi de benimle aynı mı,11
sorun yok onun işi bu,11
sorun şu ki o seni,11
şimdi de ben büyük bir,11
sizi böyle görmek beni çok,11
sizin için biraz para var,11
çok hoş bir gün bu,11
biliyorum ve gerçekten çok üzgünüm,11
bu da bize tek bir,11
de bir sorun mu var,11
fakat şu an burada değil,11
çok hoş bir kız değil,11
tanrım bu hiç hoş değil,11
evet dedim çünkü başka ne,11
fakat tek bir şey var,11
sorun yok o iyi bir,11
de böyle şeyler oluyor işte,11
de böyle olur ya da,11
tanrım bu hiç de iyi,11
bana az önce ne olduğunu,11
bana bir kaç saat izin,11
bana bir kaç gün daha,11
bana bir iş var mı,11
bu büyük bir iş değil,11
sen de gerçek bir kız,11
çok ilgili ve iki çocuk,11
bu da benim gibi bir,11
evet bunu sen de biliyorsun,11
bu da demek ki sen,11
tanrım en son ne zaman,11
biliyorum ve şimdi sen de,11
bu da doğru değil mi,11
bu da birkaç hafta sonra,11
sen de işte bu yüzden,11
çok harika olacak gibi ama,11
falan var öyle değil mi,11
biliyorum ve yardım etmek istiyorum,11
bu da değil başka şeyler,11
biliyorum ve bunun için üzgünüm,11
da her zaman olduğu gibi,11
sen de iyi bir iş,11
sorun şu ki senin için,11
biliyorum ve bunun için seni,11
çok güzel çok güzel haydi,11
de bir şey yapmak istemiyorum,11
bana başka bir tane yok,11
de bir kez olan oldu,11
sen de iki hafta içinde,11
bana başka bir tane ver,11
evet biz de bu yüzden,11
bu da beni çok mutlu,11
evet bize yardım ediyor ama,11
biliyorum ve bana da öyle,11
sizin için güzel bir gün,11
çok güzel ama siz bu,11
evet bu da çok hoş,11
de böyle bir şey var,11
ve o an her şey,11
ve o da burada değil,11
bunu güzel bir yemek için,11
ama benim de küçük bir,11
sizi o kadar çok seviyorum,11
bilmiyorum ama yine de teşekkürler,11
çok güzel bir yer ben,11
doktor bir şey söyledi mi,11
bilmiyorum ama çok iyi iş,11
çok iyi bir şey değil,11
bilmiyorum belki de sadece bir,11
doktor benim ve onun için,11
çok güzel bir yemek oldu,11
sen burada iyi olacak mısın,11
şeyi bana ver tamam mı,11
sizin gibi ben de o,11
tanrım ben ne şimdi ne,11
sen burada bekle ben bir,11
çok iyi değilim çok iyi,11
evet büyük bir iş bay,11
ve o zaman her şey,11
çok iyi dinle tamam mı,11
bilmiyorum ama böyle bir şey,11
da kötü değil tamam mı,11
bunu hep yapıyorsun değil mi,11
şimdi bütün bunlar neden oluyor,11
evet bugün her şey harika,11
sorun değil senin gibi o,11
bunu onu mutlu etmek için,11
doktor az sonra burada olacak,11
bu büyük bir sorun ve,11
çok güzel değil mi baba,11
sen de yanlış bir şey,11
sen burada ne yapıyorsun ki,11
şimdi bir şeyler yemek istiyorum,11
de bu olacak çünkü biraz,11
gece sana ne oldu böyle,11
çok güzel değil mi çocuklar,11
bana bir daha asla yapma,11
biliyorum senin için zor olacak,11
doktor bu adam bütün gece,11
evet ama şu anda değil,11
evet bu çok hoş ama,11
fakat yine de iyi bir,11
fazla bir şey yok ha,11
de bu kadar büyük bir,11
bunu hiç bir şey asla,11
evet ama önemli bir şey,11
da hiçbir zaman asla bu,11
çok güzel bir yer ve,11
buraya ve bana yardım et,11
şimdi buraya bak olur mu,11
bu doğru bile değil ki,11
çok da büyük bir şey,11
bak ben de sana bunu,11
ve diğer şeyler değil mi,11
tamam çok iyi çok iyi,11
sanırım bunu daha önce bir,11
bugün özel bir şeyler olacak,11
şeyler istiyorum ama bunu değil,11
evet çok hoş değil mi,11
bizim için çok geç olacak,11
da bilmiyorum ama sanırım içinde,11
bugün önemli bir şey var,11
bizim için çok güzel ve,11
benden de bir şey söyle,11
bak şu anda herkes biraz,11
ama artık her şey çok,11
bundan pek emin değilim ama,11
bizim için çok kötü olabilir,11
bundan daha iyi bir neden,11
da yok gibi bir şey,11
yine de sana teşekkür etmek,11
evet çok güzel çok güzel,11
bakalım ben daha önce böyle,11
tamam şimdi beni iyi dinle,11
benden daha mı önemli baba,11
da yok ve bu çocuk,11
sen benim için ondan daha,11
bak şu eve bunun gibi,11
bak önemli olan sen ve,11
ve diğer şeyler bunun için,11
yine de eminim ki her,11
bizim için en iyi olan,11
bizim için de hiç hoş,11
buraya benim olan bir şeyi,11
da demek oluyor ki onları,11
benden daha büyük bir şey,11
ama iyi biliyorsun ki bizim,11
çok tek bir şeyi istiyorum,11
size çok özel bir şey,11
sana ve sana ve sana,11
bu demek oluyor ki eğer,11
benden bir tane daha olduğu,11
bizim için değil başka bir,11
size bir tane de bundan,11
ama anne o çok eski,11
da demek oluyor ki bütün,11
bak işte bu şekilde yapıyorsun,11
yine de o bir insan,11
bizim için hiç iyi olmaz,11
bu demek değil ki benim,11
buraya benim için geldi tamam,11
evet ama bu beni ne,11
ama ama ama ama ama,11
ama iyi bir şekilde değil,11
da daha iyi bir adam,11
da daha kötü bir yerde,11
bu daha kötü bir şey,11
sen benim için her şeyi,11
benden daha iyi biliyorsun öyle,11
sanırım daha iyi bir şey,11
ve her şey o zaman,11
yine de bir kez olan,11
ve hiç bu kadar mutlu,11
bak ben de senin kadar,11
yine de bence bize o,11
ve onu tekrar görmek istiyorum,11
sizin ve bunu sen de,11
bunlar bana göre şeyler değil,11
ama saat geç oldu ve,11
sen hala bir saat bile,11
ve onun için de geri,11
sana öyle bir şey dedim,11
sanırım daha iyi olur tamam,11
ama başka bir şeyi var,11
doğru olan ne yanlış olan,11
ama sana daha iyi bir,11
sana çok uzun zaman önce,11
sanırım bunun için küçük bir,11
yine de bir tane istiyorum,11
da çok ama çok önemli,11
bundan sonra burada çok şey,11
doğru mu yanlış mı olduğunu,11
ama sadece tek bir kötü,11
ama ben ben de bir,11
çok seviyorum tatlım çok seviyorum,11
şeyler olduğunu söyledi ama ne,11
bak sen ne kadar da,11
da sonra al ve git,11
ve onu yok etmek istiyorum,11
bu daha çok bir yardım,11
buraya da sana bir şeyler,11
bu daha mı iyi bay,11
yine de aynı şey değil,11
ama pek çok şeyi de,11
bak sen bu ne böyle,11
ama onları da kontrol etmek,11
ve her şeyi ve şimdi,11
bundan daha iyi bir şeyler,11
evet ve hayır hem evet,11
ama onları burada daha fazla,11
da öyle bir şey misin,11
yine de burası hala benim,11
şeyler şimdi de bana oluyor,11
eve gerçek bir adam olarak,11
sanırım bu artık bir şey,11
seninle ilgili özel olan tek,11
ama onun içinde bir şey,11
şeyler yemek için iyi bir,11
evet yanlış bir şey mi,11
bak tatlım bir dakika seninle,11
yine de daha büyük bir,11
ve her şey daha iyi,11
bak gerçekten ama gerçekten özür,11
bu demek oluyor ki her,11
beni bir daha o şekilde,11
böyle devam et ben de,11
çok geç oldu özür dilerim,11
bana bu işi yapmak hiç,11
bunu daha önce hiç bir,11
evet ve belki şimdi en,11
şey yapmak için nasıl izin,11
sen biliyorsun özel biri gibi,11
seninle ne işi olabilir ki,11
da eğer bir şekilde bu,11
ama bir kez olsun bana,11
çok eski ama bu o,11
ve daha sonra tüm bu,11
bana bunun hakkında bir şeyler,11
evet ve ben de sizi,11
ama lütfen bir dakika bekle,11
eve gidip sana güzel bir,11
ama bir saat önce burada,11
size ne olduğunu ilk önce,11
sen bir kız mı yoksa,11
ama kimse ona bir şey,11
bana bu işte çok iyi,11
çok fazla güzel bir kadın,11
çok fazla insan var burada,11
bu da senin değil mi,11
bu da seni özel biri,11
çok geç de ne demek,11
ve daha sonra bizi görmek,11
çok fazla kötü şey var,11
buraya gel de yardım et,11
evet en son ne zaman,11
bu doğru size teşekkür ederim,11
çok da iyi bir baba,11
evet en fazla birkaç dakika,11
beni bir şey yapmak için,11
bu doğru değil ama yine,11
evet evet ben de sizi,11
ama kendini çok da kötü,11
size teşekkür etmek için ne,11
emin değilim efendim ama biraz,11
buraya gel ve beni al,11
buraya gel ve benim için,11
da değil biz de değil,11
bu doğru değil mi çocuklar,11
bunlar çok önemli tamam mı,11
şekilde bu onları harika bir,11
bana biraz daha zaman lazım,11
böyle daha iyi olur diye,11
böyle burada çok daha fazla,11
buraya gel buraya gel gel,11
bana bir şey olmaz sağ,11
bizi yok etmek için bu,11
bana bir şey için yardım,11
evet ve bunun ne kadar,11
bunlar ne için biliyor musun,11
seni seviyorum ben de seni,11
da demek oluyor ki beni,11
bak herkes ne kadar mutlu,11
bizim için bunu mu istiyor,11
evet tabii ki kabul ediyor,11
bak ne kadar güzel değil,11
benden ne istiyor o zaman,11
ama hakkında daha fazla şey,11
evet tabii iki öyle efendim,11
evet ve de en kötü,11
emin değilim ama bir şeyler,11
ama hala bir şey bilmiyorum,11
buraya başka bir iş için,11
ve onları hemen şimdi istiyorum,11
bu daha da kötü bir,11
da böyle değil mi zaten,11
yine de seni görmek çok,11
bu demek oluyor ki siz,11
bu demek oluyor ki sadece,11
sanırım bu yüzden bugün çok,11
eve gel artık olur mu,11
ama bir şey yapmak istiyorum,11
bundan iki gün önce bir,11
bizim için de bir sorun,11
bundan iyi zaman mı olur,11
ama hayır dur bir dakika,11
sizin orada böyle şeyler olmaz,11
ama her şey ne için,11
bu da zaman zaman oluyor,11
bu da sana benden bir,11
sanırım hepsi bu kadar doktor,11
bu da pek bir şey,11
bunlar senin için çok fazla,11
ama bir gün olur da,11
ama her zaman ne olduğunu,11
çok fazla diye bir şey,11
böyle bir şeyi bir kez,11
bu da onları her zaman,11
ama bir hafta sonra yine,11
ama hepsi bu da değil,11
bana bundan emin olduğunu söyle,11
seni seviyorum ama sen bana,11
bu da özel bir gün,11
çok iş daha çok para,11
ama bir şeyler bana fazla,11
da böyle bir şey mi,11
ama hep aynı şeyler bir,11
sen gel de onu biraz,11
bu da çok kötü değil,11
diye bir şey olabilir mi,11
evet size bir şey daha,11
ama bir şeyler buraya beni,11
bu da çok hoş bir,11
yine de kötü bir şey,11
böyle bir şeyi nasıl biri,11
sonra burada onun için artık,11
ama bu hiç bir zaman,11
çok harika bir şey söyledi,11
tamam her şey hazır mı,11
burada başka bir şey olmalı,11
ben bu çok daha iyi,11
onu başka bir adam için,11
yüzden size de teşekkür ediyorum,11
önemli bir şey yok gerçekten,11
onları daha önce hiç böyle,11
iyi olur öyle değil mi,11
için artık bir neden yok,11
tamam eğer kendini tekrar işe,11
neden önemli bir şey oldu,11
önemli değil ama bir daha,11
ben bunu bilmiyorum tamam mı,11
ve bana böyle mi teşekkür,11
yıl sonra burada onun için,11
burada ama çok uzun zaman,11
yüzden sana yardım etmek için,11
pekala bence bu gece burada,11
önemli bir şey değil aslında,11
önemli bir şey değil birkaç,11
yüzden seni böyle görmek beni,11
burada artık senin için bir,11
aslında onları bu şekilde hiç,11
önemli bir şey mi ki,11
önemli bir şey oldu bana,11
neden sen ve ben bir,11
bu yer tam olarak nerede,11
burada başka bir şeyler oluyor,11
belki sana da küçük bir,11
ben sadece ona merhaba demek,11
burada biraz daha uzun zaman,11
herkes için bir tane var,11
tamam başka kimse var mı,11
tek bir şey için söz,11
ben her iki şekilde de,11
belki de şu anda bunu,11
peki o zaman ilk iş,11
belki de uzun zaman önce,11
tamam bir tane daha bir,11
önce biz de burada seninle,11
belki de üç yıl daha,11
tamam benim için sorun yok,11
de eminim ki her biri,11
pekala başka bir zaman tekrar,11
burada bir tane de bay,11
belki o zaman beni daha,11
bir çocuk öyle değil mi,11
belki o kız çok da,11
ama sanırım nerede olduğunu biliyorum,11
belki onu senden daha iyi,11
bu şekilde mi iş yapıyorsun,11
yıl içinde pek çok şey,11
ve bu yüzden o bizim,11
bir çok güzel kadın var,11
belki o kadar da iyi,11
ben her zaman senin gibi,11
tamam ama ben de senin,11
gerçek şu ki biz de,11
önemli olan bir şey daha,11
hey onu ilk ben gördüm,11
aslında önce daha zor bir,11
hey hey hey neler oluyor,11
ben kontrol ediyorum tamam mı,11
tabii ki devam etmek istiyorum,11
aslında çok önemli bir şey,11
yüzden onlar için hiçbir şey,11
önemli gün geldi efendim ama,11
ben bunun iyi bir şey,11
ben bunu özel bir yere,11
bunun için pek iyi bir,11
bir şey tatlım hadi ama,11
bu yerde nasıl bu kadar,11
tabii ki de öyle olacak,11
tabii ki de öyle değil,11
böyle şeyler istemiyorum tamam mı,11
bunun için üzgünüm ama başka,11
tam olarak nerede ve ne,11
bir şey var çok yanlış,11
bu yerde hala bir şey,11
aslında önemli değil çünkü zaten,11
eğer sorun yoksa o zaman,11
bu yer seni çok kötü,11
bu herkes için iyi bir,11
bunun için çok üzgünüm bayan,11
bu yer hakkında çok şey,11
bir şey var mı emin,11
bu yer hakkında hiçbir şey,11
tamam da eğer o olduğunu,11
bu hiç iyi bir gün,11
benimle son bir kez daha,11
ben daha önce bunu hiç,11
ben bu iş için en,11
aslında o kadar da değil,11
burada bekle beni tamam mı,11
tabii bunu daha önce de,11
hey o çok özel bir,11
önemli olan beni görmek istiyor,11
ben gerçekten çok iyi bir,11
hey o adam sana sorun,11
gerçek şu ki hiçbir şey,11
burada bekle tamam mı tatlım,11
burada bekle sana bir şey,11
hey sen benim en iyi,11
tamam birkaç dakika içinde orada,11
hey sen zaten hiçbir zaman,11
neden sana daha fazla zaman,11
tamam dur dur dur dur,11
bunun için sağ ol ama,11
de değil hiç de değil,11
bu hiç de zor değil,11
ben böyle değilim biliyor musun,11
ben böyle bir insan değilim,11
bunun için sana bir teşekkür,11
bunun için sana ben yardım,11
bu hiç hoş değil bu,11
gerçek şu ki o senin,11
tamam ben de sadece kendini,11
peki sen bu işe nasıl,11
bunun çok da önemli olduğunu,11
bu şeyi daha önce de,11
şu an olmaz ama çok,11
şu an onun kim olduğunu,11
bu çocuk hakkında bir şeyler,11
tam ne olduğunu bize sen,11
çünkü kimse benim için seninle,11
bir saat içinde seninle tam,11
bir saat içinde burada olabilir,11
bir saat içinde burada ol,11
çünkü o benim çok iyi,11
herkes gibi senin de bir,11
et yoksa başka bir yere,11
şu an çok az şey,11
ve bu gece için bir,11
her şey tamam mı dostum,11
şu an çok da iyi,11
yapmak için iyi bir yer,11
etmek için ben de orada,11
bu şey çok güzel olacak,11
aslında bize onun hakkında hiçbir,11
önce ben bu çok daha,11
sen söyle ya da ben,11
bu şey bile bu kadar,11
bir şey başka bir yer,11
bir şekilde bu onları harika,11
etmek istemiyorum ama yine de,11
herkes gibi olduğunu daha yeni,11
şu an o kadar çok,11
bir saat belki de iki,11
çünkü kötü adam benim diye,11
ve bu da tam olarak,11
aslında bu kez ben onu,11
baba artık küçük bir kız,11
bu gece benimle bir şeyler,11
şu anda bu biraz zor,11
her şey senden daha az,11
çünkü daha önce bir kez,11
gerçekten de çok üzgünüm bay,11
gerçekten de çok özür dilerim,11
her şey para mı demek,11
tam olarak ben de bunu,11
fakat ben ve ben biz,11
baba bana yardım et lütfen,11
baba bir anne ya da,11
şu anda belki iki saat,11
gerçekten de kötü bir şey,11
çünkü burası artık bizim için,11
bu çocuk neden bu kadar,11
baba bu kız benim için,11
şu an mı yapmak istiyorsun,11
baba bir şey mi oldu,11
şu an sana bir şey,11
bunu uzun zaman önce yok,11
bu çocuk kız ya da,11
yapmak için neden bu kadar,11
peki diğer insan burada ne,11
bir şekilde onları da buraya,11
çünkü içinde ne olduğunu bilmiyorum,11
yıl önce bizim en iyi,11
peki o iki saat içinde,11
için artık ne var ki,11
etmek sana hep zor geldi,11
sen sadece şu anda bir,11
etmek için hiç bir şey,11
ben hiçbir zaman büyük iş,11
sen ve ben hep böyle,11
gece pek çok insan bir,11
ve buna sizin bu lanet,11
bir gün ki bu pek,11
önce bir şey yapmak istiyorum,11
bir gün o da olur,11
ve bu pek de iyi,11
gerçekten iki kişi mi lazım,11
herkes gibi ben de buraya,11
tüm bunlar ne ve buraya,11
etmek o kadar mı zor,11
etmek ne kadar zor oldu,11
gerçekten iyi bir adam o,11
peki orada saat kaç gibi,11
onları da kontrol etmek lazım,11
eğer o da sana kendi,11
bir gün ona bir şey,11
bir şey biliyor musun tatlım,11
ve bu ne demek oluyor,11
tüm bunlar ona çok zor,11
bunun yeni bir şey olduğunu,11
peki ya ben senin için,11
bir gün siz de bana,11
gerçekten o kadar uzun zaman,11
ve bunu bana şimdi mi,11
bir şey daha var ki,11
aslında bu bir iş değil,11
ve bu da çok güzel,11
ben hiç de özel değilim,11
her şey tamam mı tatlım,11
bu şeyler bizi ne kadar,11
yapmak ne kadar zor biliyor,11
bir şey daha söyle ve,11
