threegram,frequency
olsun görmek istiyorum,13
kimse bizi bir,13
zaman bir ya,13
adam aynı yıl,13
oluyor da benimle,13
tabii en çok,13
değil burası değil,13
bilmiyorum ya sen,13
şeyler her ne,13
tamam sadece bunu,13
şey için onları,13
bilmiyorum her yere,13
tabii evet evet,13
doktor ama ben,13
böyle olmalı değil,13
aman ne çok,13
peki sanırım seni,13
niye orada öyle,13
biraz et de,13
ondan bir gün,13
ama artık biliyorsun,13
hafta sonra böyle,13
bu ondan sana,13
adam bana da,13
değil gibi mi,13
gün ki gibi,13
kadar çok küçük,13
sanırım hepsi de,13
senin de nereye,13
yoksa gece mi,13
biraz eski değil,13
bunun bizim son,13
gel ve bayan,13
zor geldi değil,13
oluyor diye bir,13
bilmiyorum ama sizin,13
gerçekten tamam mı,13
gel sana iyi,13
değil hemen buraya,13
seninle ilgili mi,13
bu onlara bu,13
ama hala işi,13
mi yok etmek,13
bir bak bence,13
tabii sen onu,13
ama eğer geç,13
şey oldu biliyorum,13
çünkü biliyorum sen,13
birkaç yıl onun,13
hadi bırak artık,13
sana kendini biraz,13
ama hadi onu,13
tabii sen görmek,13
olarak tam da,13
hala vardı ve,13
böyle oluyor biliyor,13
ve çocuklar oldu,13
hiç bir para,13
değil bu bayan,13
bak senden bu,13
niye herkes benden,13
kadar çok yapmak,13
en kötü de,13
değil bu ben,13
sadece bunun kendi,13
ama hala hiç,13
sen buraya nereden,13
böyle olmak ister,13
bayan tek bir,13
haydi ver şu,13
tatlım ben hâlâ,13
zaman bir yemek,13
değil gibi ama,13
buradan nasıl dışarı,13
benimle olmaz ben,13
ama benimle iş,13
sadece buradan nasıl,13
önce hiç gece,13
mi yoksa ilk,13
yani burada sana,13
tatlım ben şimdi,13
ne bana bir,13
ve tam sizin,13
için ona et,13
için üzgünüm mü,13
değil miyim doktor,13
ben sadece zor,13
peki senin en,13
işi falan değil,13
bir anda birlikte,13
peki senin büyük,13
değil miyim artık,13
kadar önemli biliyorsun,13
zaman sen çok,13
seni orada bir,13
birkaç zor gün,13
biliyorum ama nereye,13
sanırım hakkında bir,13
mi olur ya,13
kimse de senden,13
olmaz o çok,13
dışarı geliyor musun,13
değil nasıl olduğunu,13
biraz dur ve,13
bu gece yerde,13
hayır bakın sadece,13
de var işte,13
da önemli tabii,13
bize fazla zaman,13
değil miyim yoksa,13
şey olmalı çünkü,13
çünkü senden önce,13
da önemli olabilir,13
kimse bunu biliyor,13
şimdi her nerede,13
için neden vardı,13
sonra hala nasıl,13
dışarı dedim sana,13
ve niye burada,13
için çok seviyorum,13
çünkü ben küçük,13
neden şunu bir,13
ve çocuklar ile,13
değil o kız,13
çünkü daha hiçbir,13
mi oluyor bunlar,13
gerçekten bunu görmek,13
başka kız mı,13
hoş ama senin,13
olarak öyle tabii,13
mi onları mı,13
iyi daha önce,13
hadi gel her,13
sorun yok şimdi,13
hayır fakat o,13
değil ne olacak,13
bunun sana hiç,13
efendim hiçbir zaman,13
çünkü sen üç,13
peki siz onu,13
de sadece kötü,13
bir ne kadar,13
haydi seni şu,13
kimse de mi,13
sorun yok zaten,13
oh ve de,13
mi olmak gerekiyor,13
tek kız yok,13
bir kez dinle,13
peki siz mi,13
olmaz onu görmek,13
şimdi de asla,13
seni niye işe,13
zaman sen yanlış,13
tabii eğer buna,13
de sadece ondan,13
hadi gel hemen,13
ve niye bana,13
en çok kendini,13
kimse artık böyle,13
benimle birlikte ve,13
ve onlar en,13
de var sanırım,13
kimse bana kız,13
böyle olur ve,13
çünkü biliyorsun her,13
ve onlar gerçekten,13
tabii eğer hala,13
oluyor da ondan,13
bu onu asla,13
hala lütfen lütfen,13
git hadi hadi,13
ve çocuklar önce,13
değil mi para,13
yani burası artık,13
doktor bu son,13
teşekkür falan yok,13
değil bu gerçekten,13
de geç bir,13
kadar önemli onu,13
gerçekten var olduğu,13
bir kendini yok,13
oluyor da kendi,13
efendim çünkü ben,13
peki onunla kim,13
efendim önce sizi,13
kimse bana işi,13
kadar özel olacak,13
ama sen emin,13
ama eve nasıl,13
çünkü benimle birlikte,13
ve çocuklar vardı,13
da ama şimdi,13
ve onlar büyük,13
kimse beni benden,13
hey hiç kimse,13
haydi yarın işe,13
tekrar benimle birlikte,13
tatlım ama bunu,13
bile değil bay,13
en zor gün,13
yemek ve sana,13
aslında bunun içinde,13
da ama bunu,13
değil mi kim,13
aslında bunun iyi,13
tabii tabii iyi,13
kimse hakkında hiçbir,13
oh yapma şunu,13
bile değil hem,13
o kadın işte,13
gün bu benim,13
değil mi lanet,13
olmaz daha yeni,13
benimle de öyle,13
işi burada yapmak,13
aslında bunun neden,13
için ona olan,13
de görmek zorunda,13
bak hepsi benim,13
tabii sen öyle,13
efendim ve hayır,13
git ilk yardım,13
bu çok iş,13
mi senden yardım,13
ve çocuklar buna,13
böyle olsun istiyorum,13
seninle aynı eve,13
peki oraya ne,13
şimdi olmaz çok,13
gerçekten teşekkür ediyorum,13
mi sen ya,13
için onlara daha,13
gel ve yeni,13
bugün ne ile,13
işi yapıyorsun diye,13
bilmiyorum fakat geri,13
şu iki kişi,13
istiyorsun ve seni,13
yardım falan lazım,13
kişi son iki,13
başka nerede bir,13
geldi ki benimle,13
için olduğunu bana,13
bunun az önce,13
ne ki onlar,13
ama bugün doğru,13
beni ilk önce,13
kişi ona karşı,13
şey kötü olmaz,13
devam et geri,13
bize gerçekten bir,13
ama neden biri,13
istiyorsun küçük adam,13
aynı şey daha,13
olduğunu ve kendi,13
artık sizi de,13
kişi olarak daha,13
misiniz yoksa kadın,13
aynı şekilde tüm,13
sizi her an,13
doktor onu ne,13
hala yeni geliyor,13
geldi de ben,13
şey bana doğru,13
zaman sonra niye,13
ben sadece et,13
geldi biraz sana,13
ve neden onlar,13
için olduğunu nasıl,13
kişi sadece ben,13
geldi güzel kız,13
şey işte öyle,13
ne ki onun,13
kişi için yapma,13
şey bana geri,13
kişi için tek,13
geldi ama ne,13
yoksa bu sen,13
bugün çok sorun,13
kişi için her,13
harika ve de,13
geldi bak şimdi,13
geldi bana da,13
geldi bana her,13
tam burada kendi,13
zor mu diye,13
kişi hakkında hiçbir,13
bile büyük para,13
teşekkürler sen bir,13
yani evet doğru,13
gün ben orada,13
ama benimle burada,13
hey hey bakın,13
hepsi nasıl da,13
hafta sonra oldu,13
bir şeyler yani,13
kişi sana ne,13
olsun sizi çok,13
gel zaman git,13
şimdi sizi kabul,13
misin yoksa bütün,13
bize gerçekten de,13
misin yoksa benimle,13
teşekkürler sana bir,13
gel yoksa ben,13
ne ki hem,13
misiniz çok güzel,13
seni pek de,13
tamam sadece ilk,13
ama şu geri,13
sonra da insan,13
kişi bile var,13
ne lazım biliyorsun,13
ve nasıl bunu,13
git al gel,13
beni size bir,13
benimle yapmak zorunda,13
bak sen o,13
git ama beni,13
gerek de ne,13
doktor seni de,13
bakalım büyük adam,13
kişi ben olabilir,13
bu da hem,13
geç oldu çocuklar,13
biliyorum tam buraya,13
kişi biliyor ve,13
yer var bizim,13
yıl çok az,13
kişi aynı kişi,13
kadar var demek,13
kadar var dedim,13
doktor olarak size,13
gece gece iş,13
zor olacak mı,13
ve olmalı da,13
geç oldu özür,13
burada başka doktor,13
istiyorsun ki hem,13
başka ona ne,13
şimdi herkes yere,13
kadar ve bu,13
bizim için işe,13
doktor olmak ister,13
istiyorsun işte bir,13
ama hala güzel,13
şeyler gerçek mi,13
kişi gerçekten ben,13
tamam ama kim,13
benden hayır yok,13
şimdi herkes iş,13
istiyorsun ne oldu,13
için olduğunu nereden,13
benden hiç mi,13
yer var gel,13
kişi olmak daha,13
devam ediyor böyle,13
önce iki kadın,13
benden hiç yardım,13
yardım falan değil,13
artık sizi görmek,13
şey olduğunu neden,13
ama az çok,13
git bunu ona,13
doktor sizi de,13
birlikte çok harika,13
da bizim ne,13
yoksa bu bu,13
devam edin ki,13
ama artık kabul,13
yoksa bu bizi,13
ve neden onunla,13
kişi olduğunu kim,13
doktor siz beni,13
ama artık istemiyorum,13
devam edin teşekkür,13
ve neden oraya,13
yoksa bunu bana,13
bana bu olduğunu,13
yer var demek,13
zaman tam bana,13
birkaç kötü gece,13
biraz izin al,13
şimdi herkes onun,13
işi var hala,13
çünkü onunla ben,13
biri olacak kadar,13
ama sen eğer,13
gel oraya gidelim,13
adam da geldi,13
seninle her yerde,13
mi yoksa yarın,13
de yine tek,13
ama merhaba demek,13
oh ben artık,13
önce iki özel,13
bana söyle ne,13
gel gece sen,13
ve onları ilk,13
tamam belki daha,13
oh bay ve,13
ve onları neden,13
sen bunun içinde,13
ya sana geri,13
bizim için ondan,13
de yok bir,13
şimdi de izin,13
bak bakalım adam,13
sadece benim olan,13
aman bana ne,13
senin değil senin,13
miyim onu bilmiyorum,13
gel hemen şimdi,13
seninle ilgili böyle,13
zaman zor ama,13
sadece benim onun,13
gel olmaz mı,13
zaman birkaç tane,13
şeyler geldi tamam,13
seni sadece benim,13
bir başka şeyi,13
değil de kız,13
gel gel lütfen,13
ne beni böyle,13
hiçbir şekilde izin,13
tabii son yer,13
haydi ya bir,13
gel ve kendini,13
sadece benim eski,13
değil hadi yardım,13
benimle ne olur,13
çünkü oraya bir,13
gel ve hemen,13
seninle ilgili ilk,13
sen burada daha,13
benimle ne oldu,13
gel ve öyle,13
değil güzel bir,13
buradan sonra kendi,13
mi çocuk var,13
çünkü beni ne,13
değil de şu,13
ben sadece belki,13
değil de gerçekten,13
gel hadi lanet,13
sanırım herkes bir,13
ya sana para,13
gel hadi seninle,13
niye o adam,13
bir gidelim de,13
gel hadi tatlım,13
değil değil dostum,13
ve onları biz,13
ya sana tüm,13
hayır yapma çok,13
gel hadi birlikte,13
ama neden bayan,13
aslında yani bu,13
geldi ve seninle,13
hiçbir şey orada,13
bana senin burada,13
teşekkürler sağ ol,13
geldi yoksa o,13
zaman sonra ne,13
hayır evet biz,13
bir daha olur,13
da ne kötü,13
adam da hala,13
tek harika kız,13
hafta sonra saat,13
bile onu mutlu,13
peki ya birini,13
kişi mi lazım,13
da bizi senin,13
harika çünkü bu,13
oh ama çok,13
her kız çok,13
tabii eğer yine,13
bakın şimdi size,13
hey hey biz,13
seninle burada kaç,13
bu onları gerçek,13
hep büyük şeyler,13
olan kişi olarak,13
geldi çünkü ben,13
yüzden onu oraya,13
ben sadece işi,13
her kız ilk,13
olan kişi ne,13
hadi dostum lütfen,13
bak baba sana,13
de tüm hafta,13
ve neden hep,13
sizi her şekilde,13
ve onlara hemen,13
kişi kesinlikle sen,13
aynı şekilde bizim,13
bir başka gerçek,13
şeyi aslında ben,13
peki sadece para,13
geldi ve onlara,13
kişi neden benim,13
aslında yani ne,13
çünkü orada iyi,13
yani bütün bir,13
gördüm ama onu,13
geldi ve onun,13
her yerde başka,13
bizim için onunla,13
çünkü beni başka,13
sanırım her yıl,13
miyim ki ben,13
sen bunun doğru,13
adam da iyi,13
kişi neler olduğunu,13
zaman birkaç gün,13
ve onlara en,13
hayır eve hiç,13
kişi o gibi,13
için oldu tüm,13
geldi ve yardım,13
buradan sağ olarak,13
gördüm ama ne,13
sorun yemek değil,13
kişi o kadar,13
şey olarak geri,13
çünkü orada uzun,13
miyim bir tane,13
yani evet senden,13
geldi ve onlar,13
hâlâ ne diye,13
seni gerçekten kötü,13
diye sana da,13
daha hiç iş,13
burada biri çok,13
o kişi olabilir,13
bence hiç doğru,13
belki nasıl bir,13
de buraya sizi,13
sadece ona yanlış,13
şekilde o kadar,13
şimdi iyi olmalı,13
tane de mi,13
içinde sen ve,13
eminim ki birkaç,13
şey orada olacak,13
aslında senin bütün,13
evet şimdi görmek,13
de insan olduğunu,13
daha hiç para,13
yemek az sonra,13
yarın da onu,13
burada sadece en,13
bakalım mı ne,13
aslında seni ve,13
gibi olduğu tek,13
neler oldu doktor,13
bana olan gerçek,13
biri için buraya,13
şimdi devam etmek,13
ama burada yapma,13
evet hayır sorun,13
orada orada şimdi,13
birkaç hafta değil,13
her biri son,13
kadar insan nereden,13
de bana asla,13
da burada demek,13
yani seninle birkaç,13
al da o,13
neden diye hiç,13
neler oldu hiç,13
kendini gerçekten iyi,13
kadar ilgili bir,13
bana ve sana,13
eminim ki buna,13
evet iki üç,13
söyle ama bana,13
evet şey senin,13
eve asla bir,13
bırak beni kadın,13
mı en iyi,13
hafta da olabilir,13
nereye olduğunu sana,13
ve eğer hazır,13
biz daha bu,13
bırak beni ki,13
herkes tam bir,13
an ya da,13
şeyler olduğunu hiç,13
eminim hepsi benim,13
güzel ama kimse,13
neler oluyor da,13
nereye lazım bilmiyorum,13
biz daha bir,13
onlar sadece iyi,13
ve eğer onlar,13
aynı adam var,13
tamam güzel şimdi,13
hiç böyle oluyor,13
şimdi kimse beni,13
eve ben de,13
evet şimdi öyle,13
bunlar mı yoksa,13
sen şu en,13
tamam peki onun,13
ama orada fazla,13
sen değil seni,13
bunlar mı vardı,13
çocuk çok güzel,13
bundan senin kadar,13
güzel şeyler yapıyorsun,13
söyle ama bırak,13
kadar hoş şeyler,13
evet şey bunun,13
ve eğer bizi,13
ne yemek yemek,13
o gece şu,13
bile niye o,13
onu başka nereye,13
üzgünüm ve biraz,13
de buraya biraz,13
bizi asla bu,13
evet senin ve,13
olan birini hiç,13
o para mı,13
kadar kötü peki,13
burada biraz yer,13
biz iyi şeyler,13
burada seninle ne,13
bana olan da,13
yani şey var,13
içinde hiç de,13
bana ver daha,13
nerede senin o,13
zaman bana güzel,13
yok fakat bir,13
sanırım ona benim,13
bu yine aynı,13
biz onu eve,13
burada bize karşı,13
bu bay benim,13
şey ne bilmiyorum,13
evet söyle ona,13
bir şeyler ama,13
o kişi artık,13
üzgünüm yanlış bir,13
biri ile daha,13
bırak da daha,13
yer için mi,13
üzgünüm ve önemli,13
herkes için olduğunu,13
bize karşı ne,13
son bir yere,13
senin ne hakkında,13
herkes için sadece,13
biri ile bir,13
evet seninle olmak,13
evet sizi nerede,13
anne biraz dışarı,13
tamam ben başka,13
de böyle demek,13
yoksa onu çok,13
bana bana bak,13
bunlar nasıl bu,13
gibi olduğu hakkında,13
şey bunu biliyorsun,13
benim sadece birkaç,13
ne oluyor yine,13
içinde senin gibi,13
evet işte sizin,13
gidelim buradan gidelim,13
belki o hala,13
biz onu dışarı,13
aslında o hâlâ,13
burada birlikte iş,13
iş burada olacak,13
senin niye burada,13
aslında seni şu,13
tamam ama bizi,13
mı geri ver,13
yani biri bizi,13
hayır sanırım sorun,13
onlar onlar onlar,13
peki hiç kendi,13
biz daha kötü,13
şimdi önemli an,13
gün oraya gidip,13
tamam şimdi çok,13
yok böyle devam,13
içinde hâlâ biri,13
yani biri bu,13
bunlar benden daha,13
şimdi ne geliyor,13
aslında bence seni,13
beni neden küçük,13
evet işte sorun,13
son bir işi,13
şey ne hiç,13
gidelim buradan olur,13
hiç lazım olmaz,13
şimdi senden şunu,13
an için gerçek,13
oraya oraya ve,13
artık biz yok,13
kez bir daha,13
sadece senden ya,13
da size özel,13
yani iyi değil,13
ister ama kimse,13
neden seninle böyle,13
da sizi burada,13
ama biliyorsun sadece,13
eminim onlar için,13
o geldi bana,13
yeni anne baba,13
gibi olsun mu,13
içinde orada olabilir,13
de nasıl istiyorum,13
ister ki değil,13
bu işe kimse,13
kez daha hazır,13
içinde olduğu gibi,13
olacak yoksa sonra,13
o iyi bu,13
mı istiyor yoksa,13
biri bu işe,13
baba gerçekten de,13
son üç ya,13
içinde olan başka,13
neden seninle ilgili,13
biz onu o,13
şekilde iyi mi,13
bu bizi her,13
onunla olduğunu söyle,13
söyle bakalım bugün,13
üzgünüm size daha,13
da sizi geri,13
oraya sadece en,13
sadece ondan daha,13
ama ben sorun,13
neden seninle tekrar,13
da istemiyorum zaten,13
olur da insan,13
yani iyi değilim,13
buna hiç mi,13
de benim işe,13
ona asla izin,13
eminim bu ona,13
hem ben burada,13
ve hazır et,13
evet öyle sadece,13
kadar iyi ama,13
hayır sorun şu,13
olan bunun için,13
bakın burası bir,13
mı iyi diye,13
evet öyle sana,13
onunla ve şu,13
bak var mısın,13
eminim birkaç saat,13
o benim nasıl,13
önce bunu gibi,13
son üç tane,13
hepsi yok olur,13
gibi devam mı,13
gibi olur insan,13
zaman niye senin,13
içinde onunla birlikte,13
bir şey teşekkürler,13
eminim en iyi,13
yüzden artık burada,13
evet yemek ister,13
kez daha haydi,13
zaman benimle ilgili,13
an için onları,13
anne hiçbir yere,13
önce bundan bir,13
çok fazla birlikte,13
her zaman sağ,13
eminim bu harika,13
eminim bu her,13
bundan sonra kaç,13
bu adam olduğu,13
ben yarın o,13
o bunu benden,13
neden seni tekrar,13
içinde olduğunu söyle,13
evet hiç önemli,13
çocuk çok özel,13
eminim ondan daha,13
mı gece saat,13
yani biraz olsun,13
hayır gerçekten bana,13
bir adam diğer,13
tanrım buna bir,13
an için belki,13
da az zaman,13
gibi olacak o,13
bence iki tane,13
üzgünüm üzgünüm bunu,13
eminim ne kadar,13
artık ne olur,13
biz şimdi senin,13
onunla olmak istiyor,13
ona evet de,13
ona şimdi söyle,13
bana onun değil,13
hep sen yapıyorsun,13
sadece ona söyle,13
daha zaman istiyor,13
kadar hiç var,13
yer al nereye,13
gibi olduğu zaman,13
baba gibi değil,13
de insan mısın,13
görmek bile çok,13
çok fazla devam,13
o kişi gerçekten,13
bu başka ne,13
bu bizim yemek,13
yok biz zaten,13
ve eğer benimle,13
artık bana iyi,13
eminim o bunu,13
hayır ama görmek,13
ama sana tüm,13
yani ya o,13
ona pek hoş,13
tanrım doğru ya,13
da istiyor biliyorsun,13
ne istiyorsun yine,13
an için buraya,13
kadar iyi yapıyorsun,13
sen şu her,13
kez daha az,13
da sizi buraya,13
o nasıl önce,13
görmek bile onu,13
hayır sanırım izin,13
önce bunu iki,13
da bunu demek,13
aslında sanırım benim,13
bakın efendim fazla,13
güzel ama önce,13
bu eve her,13
gibi olan kim,13
görmek bile her,13
eğer bunun ne,13
belki onlara kim,13
burası her gece,13
biri oraya gidip,13
tamam sonra tekrar,13
içinde olduğunu da,13
belki onlar bu,13
bana onun bunu,13
şeyi ondan daha,13
aslında sanırım seni,13
olur bu değil,13
üzgünüm üzgünüm çok,13
ben yanlış mı,13
pek hazır değil,13
bu bizi ona,13
sanırım buna hazır,13
sen şu kötü,13
hayır bu sağ,13
eminim ki onlara,13
biri hakkında her,13
sana devam et,13
sadece bize de,13
ben ve kendini,13
burada bizim gibi,13
artık burada değilim,13
olarak görmek ister,13
tabii bekle bir,13
ona iki saat,13
bunlar küçük şeyler,13
o aslında iyi,13
peki bugün için,13
evet ve seninle,13
evet fakat sonra,13
artık ya o,13
evet yani ne,13
bir şekilde kim,13
içinde kendini daha,13
bu iş orada,13
bana çocuk mu,13
belki harika bir,13
ile ben birlikte,13
da yapmak ister,13
peki bugün nasıl,13
daha yer yok,13
tamam mı nereden,13
peki buna nasıl,13
sanırım artık onları,13
kadar ki ne,13
kız yine de,13
ama hayır beni,13
aslında sen zaten,13
evet tamam sağ,13
sanırım artık neden,13
kontrol et kontrol,13
kadar ki ilk,13
zaten ben seni,13
tamam mı diye,13
de biliyorsun o,13
her birini kontrol,13
mı kötü oldu,13
biz aynı şeyi,13
saat gibi hiç,13
evet tam ben,13
bana gerçek olduğunu,13
geri gel ya,13
yani benden mi,13
adam insan değil,13
demek sorun bu,13
önce bütün gece,13
olarak geri geliyor,13
o kişi sana,13
şey hiç önemli,13
gerekiyor tam olarak,13
ne yemek mi,13
onun için ya,13
demek sorun var,13
sanırım sana tam,13
evet fakat en,13
evet yani demek,13
ne emin değilim,13
son dakika bir,13
ona en önemli,13
kendini pek de,13
burada onunla bir,13
lütfen öyle mi,13
artık başka ne,13
evet fakat onlar,13
hadi zor bir,13
bir gece hem,13
evet fakat sanırım,13
artık beni iyi,13
zaten şimdi bile,13
üzgünüm burada o,13
de bilmiyorum zaten,13
de mi bizim,13
orada o zaman,13
yani ben şu,13
şimdi değilim ve,13
bak sana zaten,13
evet yani bundan,13
önce böyle iş,13
aslında evet evet,13
yeni iş nasıl,13
biri gerçekten işe,13
