twogram,frequency
oluyor fakat,19
nasıl gerçekten,19
olacak şeyi,19
mı söyle,19
aslında yani,19
hey ilk,19
oluyor küçük,19
çünkü hayır,19
beni dur,19
diye birlikte,19
gün yani,19
tek nasıl,19
bayan şey,19
onu gel,19
yapma buna,19
hala hoş,19
iyi benden,19
ha onu,19
herkes yapmak,19
hoş hem,19
olur işe,19
git ondan,19
çocuk insan,19
sadece zorunda,19
herkes hâlâ,19
beni vardı,19
izin falan,19
siz gibi,19
hâlâ hâlâ,19
gerçek hiçbir,19
kötü ben,19
son ki,19
yüzden neler,19
çocuk gün,19
olsun seviyorum,19
bize adam,19
onlara tamam,19
her gerçek,19
aynı neden,19
şu onlar,19
sanırım kontrol,19
bana istiyor,19
onlar hemen,19
karşı bizim,19
dinle burası,19
biliyorum hiç,19
olarak izin,19
niye önemli,19
birini kesinlikle,19
işi öyle,19
işi seni,19
falan izin,19
biliyor ne,19
yapma bizim,19
sizin yani,19
orada geliyor,19
benden seninle,19
hemen buna,19
öyle gidelim,19
yemek olmak,19
yok geç,19
ile ona,19
nedir onları,19
tekrar söz,19
yer etmek,19
çocuklar adam,19
yıl kendi,19
ederim aynı,19
zaten hemen,19
dilerim çünkü,19
söyle fazla,19
var hayır,19
biliyorum kesinlikle,19
yere yani,19
onlar yapmak,19
son seni,19
etmek olmaz,19
hey senden,19
kez ilk,19
aman biri,19
biliyor belki,19
size hâlâ,19
biliyor bence,19
yüzden nereye,19
büyük tekrar,19
biri dostum,19
gidip gece,19
ya dur,19
bizi zaman,19
tabii tek,19
değilim sağ,19
buraya gece,19
şekilde nereye,19
hiçbir bir,19
her söz,19
küçük uzun,19
kimse diğer,19
doğru kendini,19
olsun tam,19
orada şey,19
kontrol ne,19
saat geldi,19
bakalım olmaz,19
kendi kadar,19
mutlu saat,19
diye ilk,19
onunla oraya,19
zorunda öyle,19
kesinlikle çünkü,19
onlar birini,19
kez var,19
bizim birkaç,19
yeni anne,19
orada dışarı,19
ol sanırım,19
biraz işte,19
senin fazla,19
birini oraya,19
dışarı böyle,19
bunun bay,19
doğru için,19
daha etmek,19
kadar tatlım,19
dedim tek,19
mu yemek,19
bile üç,19
güzel üç,19
musun birkaç,19
dinle devam,19
hazır ya,19
size özür,19
ediyorum dedim,19
tam sağ,19
ya gün,19
benden doktor,19
ben benimle,19
bakın iki,19
tatlım yeni,19
tane senin,19
elbette teşekkürler,19
karşı hem,19
yerde öyle,19
şekilde bizim,19
bizi hâlâ,19
şeyler öyle,19
yapma ver,19
mi gece,19
seni sana,19
eğer harika,19
kimse kadın,19
şekilde sağ,19
ile burası,19
yere şimdi,19
şekilde onunla,19
işi nerede,19
yemek ama,19
sizin tekrar,19
bizim birini,19
şeyi ol,19
gün ister,19
onlar vardı,19
yapma benim,19
dilerim merhaba,19
niye zor,19
olduğu diğer,19
git sadece,19
onları kötü,19
bayan sana,19
dostum olacak,19
üzgünüm çünkü,19
bekle hâlâ,19
anda var,19
iyi haydi,19
yapıyorsun büyük,19
gel yer,19
bak bırak,19
az oldu,19
gerekiyor yardım,19
hadi burası,19
güzel mutlu,19
bence tamam,19
nasıl bunun,19
var bırak,19
çünkü olan,19
sana senden,19
olmalı benimle,19
gerek olur,19
adam peki,19
bizim dışarı,19
sizin birkaç,19
tanrım zaten,19
doktor eve,19
değil hakkında,19
bize tanrım,19
onlar ona,19
harika sen,19
sanırım et,19
onları haydi,19
işe yanlış,19
anne olduğunu,19
böyle hem,19
artık karşı,19
onlara kesinlikle,19
hafta hayır,19
bize zor,19
burada peki,19
dostum oldu,19
dostum elbette,19
yok gidip,19
ediyorum siz,19
lazım neden,19
edin tanrım,19
anne niye,19
falan ha,19
baba tabii,19
bana size,19
yok herkes,19
teşekkürler ya,19
güzel siz,19
bunun aynı,19
fakat kabul,19
etmek işe,19
için ederim,19
bayan olduğu,19
göre işte,19
doktor onlara,19
bence oldu,19
hemen adam,19
sanırım değilim,19
insan gerçek,19
yoksa biliyorsun,19
teşekkürler şimdi,19
bir kim,19
gün baba,19
çünkü izin,19
hep içinde,19
işi hazır,19
ediyor biliyorsun,19
ver onun,19
başka tüm,19
hala bundan,19
bence olmaz,19
içinde bilmiyorum,19
üç uzun,19
biliyor öyle,19
bize oldu,19
bak teşekkür,19
şunu onu,19
bence olur,19
niye gidelim,19
olmak diğer,19
da de,19
kız tamam,19
nerede bugün,19
geliyor senin,19
olmak aynı,19
zaman istemiyorum,19
dedim anne,19
büyük geliyor,19
tabii ondan,19
tabii yemek,19
aslında nereye,19
karşı orada,19
içinde kabul,19
oluyor biliyorsun,19
bize tamam,19
ne niye,19
bir olan,19
yer buraya,19
daha yani,19
vardı ondan,19
adam ondan,19
ederim istemiyorum,19
buradan küçük,19
birlikte tekrar,19
yani istiyorum,19
gidip şimdi,19
güzel sonra,19
ediyor biz,19
hemen tek,19
ister zaman,19
içinde çocuk,19
çocuklar aynı,19
var ol,19
bile hepsi,19
çocuklar ya,19
musun pek,19
tatlım onları,19
tekrar biraz,19
elbette iki,19
mı hadi,19
kendi bunu,19
gel hey,19
birlikte çocuklar,19
gün insan,19
zaman sağ,19
çocuklar oldu,18
şunu seninle,18
içinde doktor,18
buna bakalım,18
ki yere,18
gereken özür,18
diye mutlu,18
burası olduğu,18
efendim hâlâ,18
küçük mi,18
gerçekten yemek,18
benimle yapmak,18
biliyorum geri,18
eski fakat,18
karşı sizin,18
yarın doğru,18
ki gidip,18
yarın çocuklar,18
kimse vardı,18
misin bunun,18
birini üç,18
yardım beni,18
son olan,18
biliyorum bundan,18
yok kim,18
ediyor size,18
dakika kimse,18
iyi ona,18
buraya bugün,18
hakkında bilmiyorum,18
doğru neden,18
saat bize,18
gerçek kim,18
gerçek hem,18
söyledi buraya,18
yoksa anne,18
nereden işe,18
olduğu demek,18
mutlu şey,18
işi son,18
efendim kendi,18
hayır gördüm,18
yok ver,18
onlara uzun,18
neden harika,18
lütfen aynı,18
etmek olan,18
bize olmaz,18
doktor iş,18
ister bırak,18
olabilir artık,18
mu nedir,18
ediyor peki,18
bugün ver,18
tabii işe,18
gibi diye,18
hayır hafta,18
dilerim yine,18
hakkında bunlar,18
hem zaman,18
anne emin,18
biliyor sanırım,18
ile gidelim,18
bence efendim,18
çocuk buna,18
doğru oluyor,18
ha sağ,18
saat hakkında,18
bizim çünkü,18
bütün işe,18
tatlım hâlâ,18
şekilde tamam,18
geç doğru,18
bize bizim,18
kimse söyledi,18
onlara git,18
yani hoş,18
hiçbir kontrol,18
oluyor burası,18
yeni yerde,18
buna geldi,18
böyle niye,18
tatlım diğer,18
hoş güzel,18
hem yanlış,18
bakalım bekle,18
onunla anne,18
söyle kötü,18
büyük önemli,18
mutlu kadın,18
aslında istiyorsun,18
şeyler peki,18
kez eski,18
dinle bekle,18
yer ona,18
eski bayan,18
söyle seninle,18
efendim eve,18
zorunda insan,18
ki zorunda,18
asla neden,18
yer zaten,18
tekrar üzgünüm,18
anne falan,18
zaten kaç,18
ondan dedim,18
bilmiyorum önemli,18
dinle dışarı,18
demek diye,18
çocuklar ister,18
böyle kimse,18
hayır ile,18
eğer ya,18
niye ondan,18
dedim doktor,18
beni eğer,18
yerde kötü,18
ilgili tamam,18
buraya hem,18
olmalı şu,18
ver buna,18
ha böyle,18
gün hep,18
biliyorum neden,18
anne birkaç,18
büyük çünkü,18
şimdi zaten,18
dedim dur,18
gereken yok,18
tatlım da,18
hepsi karşı,18
sen gün,18
doğru mı,18
içinde lanet,18
efendim buradan,18
yapmak ama,18
onlara eve,18
kendini yarın,18
misin hâlâ,18
geldi tabii,18
güzel sizin,18
diye bugün,18
ki yoksa,18
sizin kaç,18
son bay,18
emin ki,18
yapıyorsun da,18
gerek sen,18
kendini hiçbir,18
doktor olmaz,18
olmaz adam,18
fazla seninle,18
kim işi,18
tek kendini,18
bunlar bile,18
olarak dinle,18
yoksa gel,18
gördüm bana,18
teşekkürler sorun,18
olur biri,18
iyi hâlâ,18
benim bilmiyorum,18
oluyor sen,18
buradan kim,18
git çocuk,18
gidip kim,18
elbette onları,18
karşı burada,18
kötü bile,18
ol hiç,18
gereken buna,18
şeyi ya,18
olur gidelim,18
elbette hem,18
ne hazır,18
içinde gün,18
etmek aynı,18
doktor oraya,18
olur benimle,18
mu evet,18
ona ondan,18
sorun diye,18
kötü biz,18
görmek en,18
baba lanet,18
yani olsun,18
para güzel,18
sadece hâlâ,18
az önemli,18
gece yapıyorsun,18
elbette onlara,18
efendim biri,18
bile pek,18
nerede miyim,18
siz evet,18
kötü hakkında,18
buradan eve,18
et yani,18
benden yok,18
kadın gerek,18
fazla evet,18
bilmiyorum yine,18
hadi hepsi,18
eve kendi,18
yanlış çünkü,18
gördüm gerçekten,18
yüzden harika,18
mü kimse,18
selam hadi,18
mü eğer,18
bilmiyorum hepsi,18
pek bizim,18
yarın söyle,18
onlara siz,18
bana teşekkürler,18
bakalım hakkında,18
içinde son,18
biri şey,18
şekilde gün,18
göre ya,18
teşekkürler ne,18
üç geç,18
uzun beni,18
büyük ha,18
olarak olarak,18
benim eğer,18
nedir ne,18
niye biri,18
dur bize,18
işte eğer,18
dostum tek,18
yine baba,18
bugün yıl,18
dilerim adam,18
ya ama,18
kendini yoksa,18
para ben,18
diğer harika,18
teşekkürler lütfen,18
hiç olacak,18
falan ol,18
gerek olsun,18
bakalım hazır,18
işe asla,18
göre olabilir,18
ederim zaten,18
bugün bunun,18
onunla harika,18
ve dilerim,18
dur gerçekten,18
diğer o,18
siz emin,18
pek ilgili,18
bakın şunu,18
biraz bunlar,18
yemek geldi,18
dışarı küçük,18
kesinlikle işte,18
biliyorum en,18
fakat baba,18
var iş,18
kadın kabul,18
şekilde zaman,18
onlara buraya,18
et belki,18
geri kaç,18
bayan büyük,18
önemli tatlım,18
yine biraz,18
benim zor,18
yemek demek,18
hemen büyük,18
senin zaman,18
kaç güzel,18
ne ver,18
önce anne,18
sizin buna,18
olmaz git,18
dilerim bak,18
şeyler tüm,18
ol gerek,18
asla kadın,18
zor sanırım,18
şey miyim,18
geliyor başka,18
ederim iki,18
adam yapma,18
bırak sorun,18
gereken ile,18
onlara saat,18
kendini çocuk,18
olduğunu lütfen,18
onun aynı,18
kadar gerek,18
var geç,18
küçük geri,18
çocuk size,18
tanrım eve,18
bunu diye,18
için değilim,18
bundan herkes,18
sadece ister,18
kötü tatlım,18
bakalım buradan,18
olur hemen,18
büyük burası,18
yere onunla,18
öyle herkes,18
çocuk şey,18
yine izin,18
hemen ben,18
bütün ne,18
zaman yerde,18
bize anne,18
bundan doğru,18
gerçek zaman,18
ilk bize,18
iyi yardım,18
belki kontrol,18
diğer kötü,18
karşı doğru,18
bırak hepsi,18
aynı oldu,18
olmak insan,18
senden bize,18
anne nereden,18
kaç benim,18
olmaz eve,18
kez bunun,18
uzun hem,18
gidip kabul,18
ol onlar,18
şekilde emin,18
kendini görmek,18
mü siz,18
dostum doktor,18
misiniz o,18
böyle anne,18
misin kötü,18
güzel kim,18
bize işi,18
oldu kendi,18
harika kesinlikle,18
baba git,18
benimle hala,18
yere küçük,18
bugün sorun,18
için ediyor,18
oldu oraya,18
zaman yere,18
zor burada,18
sorun onlar,18
istiyor bundan,18
oh son,18
gereken sorun,18
gidelim bana,18
yıl efendim,18
kez bugün,18
kendini sadece,18
tamam uzun,18
aslında geri,18
size önce,18
hep dedim,18
hala siz,18
zor fakat,18
yer kendi,18
içinde oluyor,18
olmaz önce,18
işte yanlış,18
istiyorum değil,18
geldi insan,18
tanrım zor,18
ben çocuklar,18
işi iş,18
bayan al,18
şeyi sanırım,18
olduğu şimdi,18
hala lazım,18
buraya şeyi,18
şey pekala,18
pekala ve,18
mutlu anne,18
o ver,18
hala işi,18
ben olacak,18
eski de,18
ol çocuklar,18
işte yapma,18
belki kadın,18
kadın ha,18
doğru sağ,18
için biliyorsun,18
hafta onun,18
ediyorum çocuklar,18
iki eve,18
kesinlikle yeni,18
ona ha,18
işte kesinlikle,18
eminim özel,18
iyi kesinlikle,18
aslında içinde,18
ediyorum mutlu,18
onlar tekrar,18
olmaz neden,18
işte artık,18
ile olduğu,18
söyle biraz,18
anne teşekkürler,18
onun kesinlikle,18
istiyorum bundan,18
önce lazım,18
bizi sonra,18
zor bay,18
benimle küçük,18
niye büyük,18
an devam,18
istemiyorum büyük,18
sanırım yapmak,18
yani hafta,18
bakalım üç,18
bekle yani,18
asla onları,18
küçük eski,18
ilgili olsun,18
böyle gece,18
asla evet,18
birini hep,18
gece adam,18
bu şunu,18
kendi ben,18
öyle yer,18
bence uzun,18
vardı gerçek,18
tekrar yerde,18
lazım üzgünüm,18
pekala bize,18
vardı gibi,18
birini ve,18
ne nereden,18
çünkü edin,18
kötü aslında,18
orada ister,18
hem sizi,18
yerde kendini,18
birlikte birlikte,18
hepsi kız,18
biraz olmalı,18
doğru nasıl,18
üzgünüm dışarı,18
işte bakın,18
şekilde izin,18
eminim fakat,18
işi onlara,18
daha hemen,18
dilerim bize,18
şekilde bundan,18
onu sorun,18
biliyorsun zaman,18
hemen yemek,18
baba niye,18
bize önemli,18
nerede onun,18
kontrol ile,18
öyle pek,18
özel yardım,18
aslında asla,18
eminim güzel,18
anda fazla,18
eğer teşekkür,18
şeyi öyle,18
hafta tamam,18
bizim ile,18
kişi kimse,18
neler size,18
lanet onun,18
olur şimdi,18
teşekkürler yarın,18
benim yoksa,18
yer hemen,18
senden bunun,18
şu kendi,18
sadece ya,18
aynı anne,18
değilim iyi,18
tatlım yanlış,18
aslında anne,18
kötü onu,18
nasıl seninle,18
benden zaten,18
bak gidip,18
seni para,18
şeyler hiçbir,18
seni bakalım,18
istiyorum aslında,18
bize diğer,18
var gün,18
gün mutlu,18
mı tüm,18
buraya istiyor,18
bana olmalı,18
sizi ondan,18
son ile,18
pekala onunla,18
herkes söyledi,18
büyük söz,18
teşekkürler üzgünüm,18
demek olmalı,18
yok tüm,18
yanlış öyle,18
hey oh,18
tanrım tekrar,18
zaman çocuklar,18
kişi dedim,18
iki yok,18
anne söyle,18
biri hazır,18
misin tam,18
hafta kendi,18
diğer yok,18
onun yanlış,18
elbette eski,18
ilgili şunu,18
değilim kadın,18
yıl kendini,18
eski eski,18
az işe,18
bile hafta,18
pekala kadın,18
şunu şunu,18
yapmak evet,18
yer kötü,18
insan zaten,18
senin şunu,18
bize sana,18
insan çünkü,18
senin baba,18
benim ilgili,18
yerde saat,18
sanırım hakkında,18
baba nereden,18
burası işe,17
anda yemek,17
çocuklar yanlış,17
lanet sana,17
gereken hayır,17
zor ben,17
çocuk yerde,17
hâlâ izin,17
hâlâ gün,17
doktor kadın,17
bence aslında,17
çocuklar tek,17
hiç işi,17
hâlâ küçük,17
burası kim,17
bir ediyorum,17
olsun hemen,17
büyük her,17
falan birini,17
çocuk söz,17
ondan kesinlikle,17
bakın hiçbir,17
bunu bence,17
şunu burada,17
belki bilmiyorum,17
hâlâ geliyor,17
hâlâ istiyorsun,17
bakın üzgünüm,17
şeyler bilmiyorum,17
beni olan,17
bence doktor,17
siz aslında,17
eve ya,17
tanrım gel,17
gerek üzgünüm,17
onları lütfen,17
tam lütfen,17
bizim geç,17
büyük tamam,17
hala lütfen,17
edin mi,17
söyledi geri,17
asla yer,17
mutlu çocuk,17
iyi yarın,17
gereken kesinlikle,17
kim sorun,17
hala görmek,17
hâlâ lazım,17
elbette senden,17
kendini insan,17
kez nasıl,17
gerek fazla,17
bakın yeni,17
merhaba siz,17
onun fazla,17
kez eminim,17
geliyor belki,17
edin geç,17
burası para,17
pekala selam,17
miyim eğer,17
içinde üzgünüm,17
değilim biraz,17
burası bunu,17
sanırım görmek,17
yok yardım,17
çocuklar özel,17
kez belki,17
peki izin,17
ondan tüm,17
üç efendim,17
edin dışarı,17
çocuklar önemli,17
siz olur,17
burası bile,17
bakalım kimse,17
hala geldi,17
doktor hepsi,17
falan istiyorum,17
ondan eminim,17
yoksa aynı,17
kez oraya,17
adam bundan,17
buraya ama,17
siz işte,17
anda şey,17
falan geç,17
ediyorum kabul,17
kez niye,17
ondan onlara,17
geliyor buradan,17
üzgünüm son,17
yüzden yere,17
hiç kadar,17
ona kadın,17
hâlâ oraya,17
pekala yer,17
değil bırak,17
para olarak,17
mutlu geri,17
aynı herkes,17
elbette istemiyorum,17
eve birini,17
çocuk kız,17
kontrol değil,17
an şimdi,17
iş kadar,17
mutlu çocuklar,17
şu karşı,17
söyle kadın,17
gereken nereye,17
bilmiyorum kötü,17
bunu bak,17
ediyor senin,17
yerde lanet,17
yüzden zor,17
bile buradan,17
olsun falan,17
çünkü doktor,17
olan aynı,17
üç dedim,17
adam bakın,17
bile gerçekten,17
az hazır,17
önemli baba,17
hakkında kaç,17
şeyi zor,17
ediyorum tanrım,17
demek üzgünüm,17
yok kötü,17
neden elbette,17
ha gerçekten,17
ediyorum size,17
ederim ilk,17
benimle işte,17
olan doğru,17
bütün siz,17
buna bayan,17
öyle hadi,17
ver nasıl,17
güzel nasıl,17
dostum demek,17
yoksa ister,17
nedir onunla,17
anne az,17
olmaz bunun,17
orada önce,17
olabilir ne,17
ve peki,17
bana ki,17
musun iyi,17
o gel,17
her doktor,17
diye hayır,17
mi tüm,17
oraya benimle,17
her birlikte,17
harika biliyorsun,17
tek diğer,17
bütün zor,17
biliyorsun fakat,17
görmek sizi,17
gidip sadece,17
dışarı değil,17
biri devam,17
dilerim büyük,17
geldi birkaç,17
insan bize,17
efendim yere,17
oluyor onlar,17
gün lanet,17
kötü hiç,17
bizim hala,17
senin aynı,17
gece gidelim,17
kesinlikle yapma,17
bugün yapma,17
çünkü hoş,17
değil nereye,17
yok onlara,17
birlikte nerede,17
tam zaman,17
anda asla,17
bunlar sonra,17
doğru biliyor,17
işte sanırım,17
kadar biri,17
efendim adam,17
ilgili özür,17
gece işte,17
çok mı,17
değil mı,17
var tüm,17
olduğunu bunun,17
yoksa çocuklar,17
hafta yapmak,17
gibi yoksa,17
olmaz bizim,17
kim kabul,17
etmek hoş,17
yer bizim,17
dakika yeni,17
yine tüm,17
orada belki,17
yok dışarı,17
saat yanlış,17
geldi ilk,17
olmaz bekle,17
olabilir onun,17
değil geç,17
görmek bize,17
diye elbette,17
gece hep,17
misin söz,17
ki aman,17
olmaz biliyor,17
bana geç,17
herkes yer,17
yoksa yoksa,17
gerçek onun,17
sen seninle,17
hakkında zor,17
ya hoş,17
kişi size,17
yıl gidip,17
lütfen pek,17
anne al,17
aman nasıl,17
biliyorsun lanet,17
tekrar ondan,17
istemiyorum en,17
aynı çocuklar,17
para yanlış,17
işe hazır,17
lazım olsun,17
olarak falan,17
söz beni,17
onunla yardım,17
tekrar geç,17
tanrım olur,17
olmalı tatlım,17
şu geldi,17
saat hiçbir,17
oh onunla,17
onlar sorun,17
oh pek,17
saat ben,17
diye şey,17
söz aslında,17
saat gerçekten,17
birini o,17
bizim devam,17
mu her,17
senin devam,17
birlikte biri,17
saat devam,17
herkes biri,17
birini bugün,17
biri zor,17
ondan ama,17
lütfen hakkında,17
ile hâlâ,17
onunla çocuk,17
herkes uzun,17
senin falan,17
benden benim,17
olan falan,17
dakika benden,17
işi sorun,17
bak geliyor,17
lazım lanet,17
buna buna,17
bana de,17
hem pek,17
kötü gerçekten,17
aslında mutlu,17
nereden onun,17
aslında kaç,17
onları güzel,17
dışarı kaç,17
kişi onları,17
ondan burada,17
hemen bayan,17
harika tüm,17
işi lütfen,17
olarak diğer,17
oh gerek,17
üzgünüm fazla,17
bir hiçbir,17
hazır söz,17
gidip nasıl,17
yere geldi,17
öyle zaman,17
herkes lazım,17
mısın yeni,17
insan niye,17
musun nedir,17
hepsi hakkında,17
yüzden bunlar,17
şeyi çocuk,17
hepsi demek,17
birini onun,17
mısın hayır,17
hazır ederim,17
bizim seni,17
mü ister,17
başka doğru,17
tekrar sen,17
gece söyledi,17
oldu başka,17
bayan hemen,17
nerede sizi,17
değilim teşekkür,17
böyle dinle,17
belki şunu,17
kötü eski,17
kız yoksa,17
diye bekle,17
yemek dilerim,17
biri biri,17
uzun hafta,17
harika var,17
ilk uzun,17
dilerim sen,17
kız üç,17
hepsi tabii,17
olacak buna,17
olmalı artık,17
mu tam,17
dur çocuk,17
tatlım geliyor,17
tamam hem,17
söz ne,17
bayan yemek,17
mısın yine,17
söz istemiyorum,17
vardı bizim,17
hafta herkes,17
dinle para,17
yerde benimle,17
oluyor bence,17
onun yine,17
doğru sonra,17
belki izin,17
tatlım tekrar,17
sizin dedim,17
bekle onlar,17
diğer anne,17
kız istiyorsun,17
iki çok,17
fazla hiçbir,17
geç işe,17
geç biz,17
ki geliyor,17
öyle geri,17
bir bizim,17
istiyor orada,17
gerekiyor buraya,17
kesinlikle kadın,17
onunla dışarı,17
daha edin,17
sen biz,17
yarın lazım,17
bana dışarı,17
istiyor ona,17
sonra ister,17
şekilde tabii,17
tekrar yok,17
bütün mü,17
aman beni,17
yapma oldu,17
kişi hep,17
gördüm böyle,17
böyle ona,17
benden onları,17
var özel,17
git tüm,17
dur biliyor,17
gel tabii,17
özel ne,17
bu bak,17
gerekiyor evet,17
biri hepsi,17
benim hayır,17
selam ediyor,17
sizin biraz,17
öyle eski,17
eminim senden,17
de oh,17
olduğu herkes,17
git yemek,17
asla hem,17
onunla başka,17
kimse anne,17
onları çocuk,17
olsun ondan,17
mı falan,17
nereye seni,17
artık hakkında,17
tabii kim,17
aslında geç,17
mutlu yer,17
benimle demek,17
olduğu geldi,17
yine bayan,17
et bekle,17
bunlar ama,17
gerek uzun,17
selam iş,17
söyledi tabii,17
falan sadece,17
bekle bırak,17
olur elbette,17
yarın yardım,17
diye uzun,17
bunlar mutlu,17
fakat iş,17
ile sorun,17
sana oldu,17
eminim dostum,17
ya uzun,17
istiyor gerçekten,17
yapma küçük,17
fakat işi,17
belki uzun,17
siz para,17
bakalım gidip,17
onları bakalım,17
fazla çocuklar,17
doktor söz,17
yüzden ver,17
sana sizi,17
hiç son,17
çocuklar geç,17
eminim biri,17
misin geri,17
daha biliyor,17
kez başka,17
bunun çocuk,17
belki aslında,17
git yarın,17
birlikte bayan,17
yerde al,17
güzel tek,17
gördüm tüm,17
sen ediyor,17
yapıyorsun tabii,17
nasıl içinde,17
biraz tek,17
